NO,시군구,단지명,도로명,위도,경도,bus_count_300m,CCTV 300m 카메라 대수,300m 학교 수,반경 300m 가로등 개수,,bus_count_500m,CCTV 카메라 대수,500m 학교 수,반경 500m 가로등 개수
4531,서울특별시 마포구 아현동,고려아카데미텔,마포대로 196,37.55133401,126.9561776,2,48,0,0,,5,186,15,0
4533,서울특별시 서대문구 대현동,이대다올노블리움2차,이화여대1길 28,37.55737741,126.9443272,7,117,0,0,,12,283,2,0
4535,서울특별시 강서구 화곡동,에스엠케이오피스텔,월정로18길 3,37.52931551,126.8390893,4,301,0,0,,11,683,1,0
4544,서울특별시 은평구 응암동,응암동 376-21,응암로 218-5,37.59133882,126.918109,3,135,18,0,,9,348,19,0
4545,서울특별시 양천구 신정동,헤리티지,목동서로 301-21,37.51913477,126.8691757,4,141,1,8,,9,393,3,16
4546,서울특별시 종로구 숭인동,수석컴비즈텔,지봉로 82,37.57744935,127.0156864,0,110,1,0,,2,314,14,0
4548,서울특별시 성북구 석관동,(335-16),돌곶이로23길 14,37.6099679,127.05688,0,101,0,19,,0,236,0,31
4549,서울특별시 용산구 한강로2가,대우디오빌한강로오피스텔,한강대로 115,37.53027561,126.9684537,5,106,0,0,,12,180,0,12
4551,서울특별시 성북구 삼선동4가,성신다빈치,보문로 186,37.59054331,127.0150052,5,42,0,0,,8,195,0,0
4560,서울특별시 광진구 화양동,화양동 동도센트리움 캠퍼스파크,광나루로 370,37.54759747,127.070902,5,32,1,0,,13,134,1,0
4564,서울특별시 중랑구 묵동,(171-17),숙선옹주로 18-8,37.61454341,127.0785134,8,113,0,0,,14,300,1,22
4567,서울특별시 은평구 불광동,효민아크로뷰,통일로 868,37.62058141,126.9204512,6,136,0,0,,17,357,3,0
4570,서울특별시 성동구 성수동2가,테라타워,광나루로2길 38,37.54800334,127.0550841,3,95,0,6,,4,201,0,44
4580,서울특별시 종로구 종로1가,르메이에르종로타운1,종로 19,37.57045894,126.9798502,5,56,0,0,,21,121,1,0
4582,서울특별시 성북구 동선동4가,골든타워,동소문로 125,37.59415232,127.0182221,4,133,0,0,,5,221,21,0
4587,서울특별시 광진구 구의동,신도브래뉴오피스텔,자양로 138,37.53999878,127.0834885,4,28,1,0,,6,78,9,0
4588,서울특별시 광진구 자양동,결,자양로16길 8-3,37.53603066,127.0844103,1,22,0,0,,7,82,1,0
4592,서울특별시 종로구 숭인동,엘리시앙오피스텔,종로 382,37.57396548,127.0198912,3,113,67,0,,7,277,73,0
4595,서울특별시 영등포구 영등포동2가,와이에이치빌리지,영등포로51길 26-1,37.52064347,126.9091847,5,104,0,0,,14,242,0,125
4600,서울특별시 강서구 방화동,에어뷰21-2오피스텔,금낭화로 136,37.57736136,126.8129847,4,40,1,0,,6,117,21,0
4604,서울특별시 구로구 구로동,구로동복합건물OPUS1,구로중앙로 207,37.50458675,126.8769236,4,36,0,3,,6,125,5,28
4608,서울특별시 금천구 독산동,주원블레어시티,시흥대로123길 47,37.47139052,126.8955887,6,68,0,0,,12,240,2,0
4617,서울특별시 강서구 공항동,헬리그라프 마곡에디션,방화대로19길 3,37.56160045,126.8160231,6,29,1,0,,8,109,2,0
4619,서울특별시 강서구 방화동,마곡제이엠팰리스,방화대로 351,37.57216162,126.8162962,2,44,4,0,,6,145,46,0
4637,서울특별시 구로구 오류동,오류동역솔리스타,경인로20나길 63,37.49399831,126.8407954,4,111,0,0,,7,332,2,0
4641,서울특별시 영등포구 영등포동7가,리첸스타 오피스텔,국회대로54길 15-1,37.52406177,126.9082378,6,89,0,8,,11,236,2,105
4646,서울특별시 영등포구 영등포동1가,폴라리스오피스텔,경인로114길 18,37.5181067,126.9150063,6,59,0,192,,12,165,7,287
4661,서울특별시 영등포구 영등포동2가,미담,버드나루로3길 12,37.52088674,126.9109636,4,83,0,44,,10,186,0,227
4664,서울특별시 금천구 시흥동,산들파크빌6,시흥대로57길 19-35,37.45240684,126.8993257,10,60,0,0,,19,189,5,0
4676,서울특별시 은평구 신사동,하리스테이,증산로 461,37.59738145,126.9149769,6,123,1,0,,20,346,20,0
4680,서울특별시 강서구 등촌동,석경트라움,화곡로68길 138,37.5562495,126.86115,2,44,0,0,,9,102,2,0
4685,서울특별시 은평구 대조동,한리옥,연서로18길 3-17,37.61307215,126.9179898,7,104,1,0,,12,300,37,0
4692,서울특별시 강서구 화곡동,베스트빌,강서로7길 66,37.52944202,126.8441289,2,101,0,0,,11,385,1,10
4695,서울특별시 양천구 목동,목동 성우네트빌,목동서로 186,37.53033307,126.8716552,2,51,0,0,,5,249,2,0
4697,서울특별시 강서구 화곡동,화곡투웨니퍼스트,까치산로 11,37.54125622,126.8421121,9,103,1,0,,15,299,3,0
4707,서울특별시 은평구 역촌동,리젠트,연서로 22-1,37.60119352,126.9164666,7,142,1,0,,10,303,20,0
4714,서울특별시 강남구 역삼동,태건 강남 헤븐리치 더써밋 761,봉은사로 170,37.50669746,127.0327824,2,83,0,0,,2,338,0,0
4723,서울특별시 영등포구 당산동,오피디움,버드나루로 144,37.53101945,126.907272,4,49,1,68,,8,132,2,132
4728,서울특별시 영등포구 여의도동,대우트럼프월드2,여의동로 97,37.51742469,126.9270652,4,7,0,75,,8,100,4,163
4731,서울특별시 관악구 봉천동,금동사랑방,봉천로 573,37.47742853,126.9613385,2,151,1,0,,6,396,5,0
4738,서울특별시 강남구 수서동,사이룩스,광평로 295,37.48845646,127.1041899,5,77,4,60,,9,136,6,101
4756,서울특별시 강동구 강일동,강일리슈빌에스,아리수로 419,37.56438465,127.1737268,7,11,0,0,,17,46,4,0
4761,서울특별시 강동구 천호동,은슬림,진황도로23길 22,37.54007265,127.1301251,4,128,0,0,,13,297,0,0
4763,서울특별시 강동구 천호동,오피스텔 트레벨,천호대로 1057,37.53724374,127.1295023,5,100,0,0,,12,286,0,0
4770,서울특별시 동대문구 제기동,안암아크로빌,안암로 100,37.58444574,127.0314962,3,100,1,0,,5,225,2,24
4774,서울특별시 성동구 옥수동,한남 더 리버 오피스텔,독서당로 166,37.54060624,127.011745,0,36,1,0,,0,91,4,21
4777,서울특별시 용산구 용문동,제이엘레지던스,새창로33길 5,37.53671831,126.9612034,5,237,0,0,,15,490,2,0
4781,서울특별시 중랑구 면목동,현대캐슬,봉우재로 150,37.59307265,127.0896319,1,136,0,0,,14,356,1,0
4793,서울특별시 중구 신당동,JK오피스텔,다산로 77,37.55139045,127.0076744,0,173,5,0,,0,340,19,0
4799,서울특별시 중구 흥인동,위더스하임,퇴계로73길 20,37.56608457,127.0142212,2,107,45,0,,6,343,79,0
4806,서울특별시 동대문구 신설동,동광동대문베르빌,천호대로 23,37.574595,127.0263485,6,63,1,0,,18,158,6,0
4811,서울특별시 노원구 상계동,하이베라스,동일로 1689,37.67911945,127.0548863,9,43,0,4,,14,101,2,32
4812,서울특별시 강북구 수유동,효성 인텔리안 오피스텔,도봉로 313,37.63644317,127.0234342,5,92,0,0,,6,286,0,0
4815,서울특별시 동대문구 이문동,이문동오피스텔,이문로 156,37.60043325,127.06226,0,41,1,0,,0,189,1,18
4824,서울특별시 동대문구 용두동,삼영 오피스텔,무학로 193,37.58146812,127.0294772,4,59,1,0,,11,168,2,10
4826,서울특별시 동대문구 장안동,SM타워 오피스텔,장한로 111-1,37.57069919,127.0703391,0,76,0,0,,1,192,1,1
4837,서울특별시 중랑구 면목동,리더스빌딩,면목로 301,37.57938936,127.086862,3,166,1,0,,9,451,1,0
4841,서울특별시 중랑구 상봉동,KJ케렌시아,면목로92다길 18,37.59490226,127.0881231,3,124,0,0,,11,322,1,0
4843,서울특별시 중구 신당동,왕십리 큐브스테이트,왕십리로 397,37.56479418,127.0262139,5,131,3,0,,11,326,9,0
4848,서울특별시 성북구 보문동2가,(114-1),지봉로24길 9-1,37.58467552,127.0192142,4,102,0,0,,7,229,7,0
4852,서울특별시 중구 을지로5가,을지로5가  오피스텔 신축공사,동호로35길 17,37.56616858,127.0012685,3,97,0,0,,7,228,2,0
4859,서울특별시 영등포구 여의도동,맨하탄21리빙텔,국회대로74길 20,37.52961109,126.9215557,5,13,0,5,,14,22,0,20
4860,서울특별시 영등포구 여의도동,브라이튼 여의도,국제금융로 39,37.52407343,126.9298402,7,19,0,0,,10,58,23,0
4862,서울특별시 영등포구 당산동6가,한강더로드캐슬,양평로12가길 6,37.53635951,126.9004197,7,49,0,82,,18,151,11,143
4873,서울특별시 영등포구 양평동5가,(87-3),양평로22나길 6,37.53899166,126.8941645,4,76,10,2,,6,140,10,103
4876,서울특별시 영등포구 양평동1가,(208-1),선유서로26길 28,37.52372862,126.8889722,3,92,1,0,,8,233,2,0
4881,서울특별시 관악구 남현동,오피스텔,승방4길 5,37.47390121,126.980558,7,152,0,8,,15,274,0,44
4885,서울특별시 관악구 신림동,(1432-48),신림동1길 26-3,37.48621978,126.9283546,6,141,0,0,,15,439,0,0
4887,서울특별시 영등포구 도림동,타원벨라움,도신로15길 37,37.50823322,126.8960652,0,76,0,57,,5,259,0,123
4892,서울특별시 동작구 상도동,상도동 324-41 제2종근린생활시설,상도로12길 1-4,37.49926464,126.9303094,4,95,0,0,,6,270,2,0
4899,서울특별시 강서구 방화동,마곡누리,방화대로 333,37.57054648,126.8162888,4,57,27,0,,6,148,28,0
4901,서울특별시 금천구 시흥동,한백아트5차,독산로47길 5,37.46217528,126.9040118,4,188,1,0,,6,469,1,0
4903,서울특별시 영등포구 영등포동2가,범영오피스텔,국회대로54길 37-10,37.52224863,126.9099211,0,80,0,9,,12,207,0,177
4917,서울특별시 금천구 가산동,(147-10),남부순환로112길 7,37.47809492,126.8953647,3,111,1,0,,18,256,2,0
4924,서울특별시 양천구 목동,목동오피스텔,목동중앙서로3길 15,37.53330909,126.8647288,0,316,0,0,,0,591,5,0
4925,서울특별시 양천구 목동,동양하우스,목동중앙서로3길 7,37.53293041,126.8648091,0,272,0,0,,0,564,5,0
4939,서울특별시 강서구 화곡동,파크아리온,가로공원로 218,37.53743092,126.8402255,6,99,1,0,,17,255,3,0
4942,서울특별시 강서구 화곡동,제이투리더스뷰,강서로5가길 8,37.52926948,126.8475852,1,96,0,13,,5,362,1,13
4943,서울특별시 강서구 화곡동,한나일프레이즈,우장산로15길 12,37.55358915,126.8504687,2,66,0,0,,7,159,8,0
4946,서울특별시 양천구 목동,목동월드파크빌,등촌로 120,37.54077533,126.8641075,0,263,5,0,,0,651,5,0
4951,서울특별시 은평구 응암동,예승,불광천길 548,37.59829178,126.9165762,7,115,19,0,,15,336,20,0
4964,서울특별시 송파구 마천동,미주엠씨타워,마천로 325,37.49449083,127.1514396,7,100,0,0,,16,270,0,0
4966,서울특별시 강동구 강일동,강일타워,아리수로93길 27,37.5656993,127.1737187,11,8,0,0,,17,32,4,0
4971,서울특별시 강동구 길동,한솔브리즈아파트,천호대로173길 50,37.53722095,127.1363831,3,75,0,0,,10,254,0,0
4973,서울특별시 강동구 천호동,다성 이즈빌,성안로25길 59,37.53882818,127.1323181,0,126,0,0,,11,297,0,0
4999,서울특별시 구로구 신도림동,신도림 비바힐스,경인로 611-17,37.50688925,126.8835725,6,31,0,0,,6,132,3,8
5004,서울특별시 구로구 구로동,(1132-59),시흥대로161길 44,37.47941097,126.897048,3,89,1,0,,11,279,1,0
5006,서울특별시 구로구 구로동,예성유토피아,도림천로 448,37.48568327,126.8990537,6,104,0,24,,16,310,2,48
5025,서울특별시 구로구 오류동,(47-24),경인로 178-8,37.49442145,126.841354,4,121,0,0,,6,339,1,0
5043,서울특별시 광진구 화양동,캠퍼니안,능동로16길 9,37.54508032,127.0737469,5,22,0,0,,9,54,0,0
5047,서울특별시 광진구 능동,군자 아델리제,천호대로 570,37.55614654,127.0810731,4,37,1,0,,7,93,1,0
5050,서울특별시 중랑구 상봉동,루체하임,상봉로23길 39,37.59407891,127.0910034,4,103,0,0,,13,334,1,0
5051,서울특별시 중랑구 상봉동,갑을 오피스텔,상봉로23길 12,37.59477383,127.0924186,5,120,0,0,,12,332,5,0
5058,서울특별시 중랑구 망우동,더하이어,망우로58길 31,37.59682901,127.0940946,7,102,0,0,,12,269,5,8
5067,서울특별시 도봉구 창동,한원힐트리움_NK,덕릉로59라길 54,37.64269601,127.0401163,0,0,1,0,,0,0,1,0
5069,서울특별시 성동구 용답동,THE WEAL SKY70,자동차시장1길 31,37.56133649,127.0611257,2,52,0,0,,4,136,1,0
5072,서울특별시 도봉구 창동,라르플레이스1단지,도봉로 622,37.65991598,127.0418681,2,0,1,0,,5,0,2,20
5079,서울특별시 동대문구 장안동,장안 루아르 오피스텔,천호대로83길 34,37.56373928,127.0654665,1,96,0,0,,5,218,1,0
5085,서울특별시 강북구 수유동,평익타워,노해로 3,37.63590353,127.0226896,5,93,0,0,,6,284,0,0
5089,서울특별시 동대문구 이문동,C&J오피스텔,이문로 164,37.60103629,127.0622492,0,48,1,0,,0,192,1,22
5091,서울특별시 중랑구 묵동,로프트원 태릉입구역,동일로 952,37.61535693,127.0768498,6,124,0,14,,15,299,1,72
5092,서울특별시 광진구 자양동,래미안프리미어팰리스,아차산로 345,37.53771186,127.0815489,2,31,1,0,,4,75,2,0
5099,서울특별시 영등포구 양평동2가,골든힐,선유서로21길 26,37.52287313,126.8824656,2,55,4,15,,3,172,5,23
5100,서울특별시 관악구 신림동,몽삐에뜨골드,남부순환로 1466,37.48132407,126.9135581,7,107,0,0,,13,279,6,0
5101,서울특별시 서초구 잠원동,씨티21,반포대로 316,37.50724216,127.0007556,1,66,0,24,,8,134,3,126
5102,서울특별시 관악구 봉천동,서울대입구 한양아이클래스,쑥고개로 123,37.47910976,126.9503367,7,103,1,0,,13,271,1,0
5116,서울특별시 영등포구 당산동6가,더빌,양평로12길 10-8,37.53499593,126.9013762,10,83,0,25,,16,169,2,115
5129,서울특별시 강남구 논현동,아츠 논현,언주로 624,37.51221629,127.0361826,2,138,1,0,,2,296,1,0
5132,서울특별시 서초구 서초동,N PARK,남부순환로347길 16,37.48519832,127.031922,10,78,0,13,,25,226,30,18
5143,서울특별시 마포구 도화동,마포트라팰리스,마포대로 53,37.54144044,126.9472231,2,85,1,0,,6,232,2,6
5146,서울특별시 은평구 신사동,(23-23),증산로 471-5,37.59843691,126.9150293,5,118,1,0,,18,356,20,0
5147,서울특별시 양천구 신월동,신목동샤르망오피스텔,월정로 101,37.5285007,126.8389257,4,328,0,0,,8,687,1,0
5148,서울특별시 서대문구 창천동,경선파인 오피스텔,성산로 398,37.56154903,126.9321105,2,72,0,0,,9,177,1,0
5161,서울특별시 강서구 등촌동,루미에르,양천로60길 60,37.55632472,126.8577365,2,55,0,0,,9,102,14,0
5164,서울특별시 마포구 노고산동,에피소드 신촌 369,신촌로16길 29,37.55409811,126.9347632,8,61,0,0,,16,232,3,0
5180,서울특별시 서대문구 창천동,스타팰리스,신촌로11길 11-7,37.55722158,126.9324967,4,102,1,0,,16,276,1,0
5183,서울특별시 은평구 대조동,스타타운 3차,진흥로 153-6,37.60935656,126.9264572,3,100,0,0,,14,260,1,0
5185,서울특별시 은평구 대조동,대성에버빌,불광로1길 13,37.6098292,126.9270019,4,95,1,0,,12,269,1,0
5198,서울특별시 강동구 천호동,다성이즈빌,성안로27길 57-30,37.53911118,127.1324056,0,137,0,0,,10,310,0,0
5203,서울특별시 금천구 독산동,독산 보세쥬르,범안로12길 44,37.4644697,126.8923962,0,69,0,0,,8,162,1,0
5215,서울특별시 관악구 봉천동,한울오피스텔,관악로15길 23-16,37.479659,126.9507354,8,100,0,0,,13,304,2,0
5218,서울특별시 관악구 봉천동,(972-48),봉천로 213-12,37.49030782,126.9258608,4,60,0,0,,6,329,1,0
5222,서울특별시 관악구 봉천동,참오피스텔,행운2길 46,37.47860904,126.9613382,3,159,2,0,,6,346,2,0
5228,서울특별시 송파구 송파동,(86-20),백제고분로42길 6-27,37.50482425,127.1084634,6,62,0,0,,10,191,0,6
5231,서울특별시 관악구 봉천동,(881-3),남부순환로214길 27,37.48033639,126.9478143,4,112,0,0,,13,319,27,0
5239,서울특별시 영등포구 당산동,SJ497,영중로42길 7,37.52851892,126.9066089,3,68,1,0,,12,150,2,106
5240,서울특별시 강남구 삼성동,아르헤 타워,봉은사로 447,37.51193153,127.0486116,4,128,1,0,,4,276,2,0
5251,서울특별시 동작구 사당동,(142-1),동작대로27다길 31,37.48604969,126.980507,2,83,0,0,,4,234,4,0
5258,서울특별시 송파구 가락동,송파가락두산위브센티움,송파대로30길 16,37.49459367,127.1191554,7,48,0,0,,10,106,0,9
5267,서울특별시 영등포구 양평동2가,이레오피스텔A,영등포로 24,37.52286776,126.88414,3,67,5,3,,4,163,6,20
5272,서울특별시 동작구 대방동,올리브 빌딩,상도로 58,37.49956304,126.9268537,4,101,1,0,,7,224,43,0
5273,서울특별시 서초구 서초동,하림인터내셔날 오피스텔,서초대로 316,37.49403167,127.0162237,5,131,0,0,,11,237,1,0
5276,서울특별시 서초구 서초동,(1591-5),반포대로14길 29,37.48577103,127.0127108,6,71,0,0,,15,208,1,0
5297,서울특별시 강동구 길동,청광플러스원큐브3차,진황도로 87,37.53637456,127.1364512,5,73,0,0,,9,255,0,0
5310,서울특별시 강서구 등촌동,HT뉴파인,공항대로55길 51,37.55525962,126.861727,4,48,1,0,,6,112,2,0
5314,서울특별시 서대문구 창천동,창천오피스텔,성산로22길 2-1,37.56055226,126.9330611,5,52,1,0,,11,214,1,0
5319,서울특별시 서대문구 대현동,신촌리브하임,이화여대3길 45,37.55777943,126.9433785,8,122,0,0,,15,284,4,0
5327,서울특별시 마포구 노고산동,신촌 G&P NINE,신촌로 142,37.55613086,126.9412994,6,122,2,0,,20,308,2,0
5334,서울특별시 강서구 화곡동,도양라비앙아파트,곰달래로22길 15,37.52970247,126.8445171,2,99,0,0,,9,333,1,12
5348,서울특별시 성북구 성북동1가,휴아름 스튜디오,창경궁로 323,37.58843807,127.0054146,1,90,0,0,,5,226,7,0
5349,서울특별시 성북구 안암동4가,서정오피스텔,안암로 31,37.58043264,127.0259026,2,83,5,0,,17,217,6,0
5372,서울특별시 강북구 수유동,연승카운티,수유로12길 41,37.63313195,127.0215909,2,104,0,0,,6,304,0,0
5378,서울특별시 동대문구 장안동,마하나임,장한로26길 40,37.57141153,127.0737232,0,44,0,8,,0,151,0,48
5385,서울특별시 성북구 동선동1가,더프라임,동소문로20가길 54,37.59362088,127.0190205,4,120,0,0,,5,218,21,0
5391,서울특별시 중구 황학동,한양립스 이노와이즈,난계로15길 63,37.56907163,127.0199069,0,102,34,0,,6,247,105,0
5414,서울특별시 은평구 녹번동,에스클래스,진흥로 114,37.60661706,126.9234129,2,113,0,0,,10,311,1,0
5416,서울특별시 중랑구 신내동,엘리어트하우스,신내로 193,37.61549111,127.0944498,4,20,1,30,,7,49,2,58
5420,서울특별시 영등포구 영등포동2가,지뗌,영등포로 239,37.51958075,126.9082631,9,116,0,2,,19,253,0,62
5423,서울특별시 금천구 독산동,세교예지안8차,가산로3길 45,37.47203707,126.8929467,4,73,0,0,,10,178,2,0
5427,서울특별시 구로구 구로동,하나세인스톤2차,가마산로 284,37.4964758,126.891921,4,91,8,0,,7,404,10,0
5442,서울특별시 영등포구 영등포동3가,제이캐슬,영중로10길 18,37.51887386,126.9071636,11,119,0,0,,19,278,0,51
5445,서울특별시 금천구 가산동,명남더블레스,가산로5길 66,37.47373305,126.8909875,1,71,0,0,,8,167,1,0
5454,서울특별시 강서구 마곡동,청람아트빌,양천로47길 60-23,37.57382579,126.8377205,0,46,0,0,,2,68,1,66
5468,서울특별시 구로구 구로동,태형팰리스,구로중앙로28길 52,37.49968127,126.8883871,0,149,6,0,,8,418,8,1
5478,서울특별시 강서구 방화동,(620-214),개화동로 561,37.56283597,126.8071473,5,54,2,9,,15,142,2,16
5481,서울특별시 영등포구 영등포동2가,리오파크 오피스텔,영등포로49길 9-8,37.52014131,126.9092684,5,108,0,8,,15,243,0,121
5493,서울특별시 강서구 내발산동,프리즘 파스텔,강서로 335,37.55561764,126.8369803,4,45,1,0,,8,138,16,0
5495,서울특별시 금천구 가산동,더센티아,가산디지털2로 127-143,37.47847602,126.8768302,2,8,0,0,,14,41,0,1
5498,서울특별시 금천구 가산동,대동리버파크빌,두산로9가길 19-9,37.47270587,126.8911482,2,71,0,0,,8,165,1,0
5506,서울특별시 강서구 방화동,방화투웨니퍼스트,개화동로27가길 23,37.56317401,126.8073057,5,60,2,8,,12,153,2,18
5513,서울특별시 금천구 독산동,Gold Mountain,독산로108길 10,37.47908347,126.9044759,4,163,23,0,,8,377,23,0
5514,서울특별시 금천구 독산동,솔리브오피스텔,두산로 28,37.47006703,126.8909045,2,71,1,0,,10,179,2,0
5521,서울특별시 양천구 신월동,(52-13),남부순환로 323,37.53809316,126.8272359,12,282,24,0,,17,612,35,0
5527,서울특별시 강서구 화곡동,쌍떼포레,강서로5나길 56,37.52872834,126.8451603,2,111,0,3,,6,401,1,13
5532,서울특별시 서대문구 대현동,이대프리젠#3,이화여대5길 38,37.55845401,126.9435714,5,115,0,0,,14,263,3,0
5535,서울특별시 마포구 신공덕동,마포케이씨씨웰츠타워,백범로 202,37.54284101,126.9524639,4,61,0,0,,11,141,1,0
5539,서울특별시 마포구 공덕동,아르떼 제나우스,만리재로 101,37.54939217,126.9596988,0,110,0,0,,2,363,8,0
5545,서울특별시 은평구 갈현동,씨케이  리츠빌,연서로29길 7-15,37.61825628,126.9193277,6,110,1,0,,18,359,1,0
5555,서울특별시 은평구 응암동,CJ드림시티,은평로 85,37.59954792,126.9171883,7,141,19,0,,13,314,20,0
5562,서울특별시 송파구 가락동,사로말,송이로 80,37.49877141,127.11973,0,46,0,0,,0,126,4,9
5565,서울특별시 관악구 봉천동,케이타워 오피스텔,청룡1길 42,37.48089338,126.948605,4,108,0,0,,14,354,0,0
5569,서울특별시 관악구 봉천동,(1666-44),남부순환로 1845-9,37.48095521,126.954834,7,110,1,0,,14,359,1,0
5571,서울특별시 관악구 신림동,케피탈,남부순환로149길 47,37.48367821,126.9145293,6,117,0,0,,13,348,1,64
5572,서울특별시 관악구 신림동,e-샤르망오피스텔,관천로 63,37.48443897,126.9247872,3,172,0,0,,9,476,1,0
5582,서울특별시 강남구 논현동,논현 아이파크,언주로 615,37.51054185,127.0359454,1,142,0,0,,2,314,1,0
5588,서울특별시 관악구 봉천동,파크빌오피스텔,남부순환로216길 41,37.47981879,126.9495453,7,101,0,0,,12,287,1,0
5594,서울특별시 송파구 석촌동,백제24시찜질방인삼사우나,백제고분로 293,37.50287451,127.0989868,2,70,0,8,,6,214,0,13
5595,서울특별시 송파구 삼전동,레이크시티,삼전로8길 8,37.50500821,127.0895774,6,78,0,0,,8,201,0,2
5605,서울특별시 강남구 세곡동,천석빌딩,헌릉로571길 9,37.46626679,127.1013623,4,56,0,0,,6,142,1,0
5607,서울특별시 관악구 봉천동,청룡2오피스텔,남부순환로214길 35,37.48003313,126.947667,4,106,0,0,,13,304,28,0
5636,서울특별시 종로구 홍지동,세검정아트오피스텔,자하문로 292,37.59919535,126.960706,0,36,0,0,,0,72,2,0
5643,서울특별시 광진구 화양동,엘리시아1차,광나루로20길 36-3,37.54528715,127.0738126,5,23,0,0,,9,51,0,0
5652,서울특별시 종로구 숭인동,롯데캐슬 천지인,종로 347,37.57385171,127.0161778,3,101,70,0,,5,271,74,0
5658,서울특별시 강북구 수유동,두온오피스텔,노해로 38,37.63889671,127.0230706,3,103,0,0,,6,276,0,0
5659,서울특별시 중구 황학동,다베로,난계로13길 10-5,37.56745484,127.0226397,4,92,0,0,,9,268,17,0
5672,서울특별시 동대문구 제기동,제기동오피스텔(유니텔),왕산로19라길 4,37.57890611,127.0339548,2,50,0,17,,10,155,2,42
5687,서울특별시 동대문구 장안동,장안 NEW CITY,장한로 105,37.570089,127.0699459,0,80,0,0,,1,190,2,0
5694,서울특별시 동대문구 전농동,청량리더블유디세븐스,답십리로1길 7,37.5790401,127.0432819,8,114,0,0,,11,247,6,0
5695,서울특별시 중구 묵정동,충무로역 스위트엠,퇴계로 248,37.5622807,126.999597,0,115,1,0,,0,282,2,0
5704,서울특별시 동대문구 장안동,신부파스칼텔,천호대로83길 32,37.5634784,127.0652196,1,93,0,0,,5,212,1,0
5725,서울특별시 중랑구 면목동,KG TOWER,면목로 293,37.57899535,127.0862591,3,167,1,0,,9,430,2,0
5731,서울특별시 영등포구 여의도동,KCC파크타운,국회대로72길 17,37.52954798,126.9212256,7,12,0,4,,14,22,0,19
5733,서울특별시 강남구 자곡동,빌리브 파비오 더 까사,자곡로 186,37.47400999,127.1035392,6,25,0,0,,11,121,4,0
5735,서울특별시 영등포구 당산동6가,씨엔에스파크,양평로12가길 2,37.53615772,126.9007824,7,58,0,71,,17,150,11,139
5741,서울특별시 서초구 서초동,블루힐65,반포대로30길 9,37.49172153,127.0090575,2,92,0,0,,8,222,8,0
5745,서울특별시 강남구 역삼동,강남역 우정에쉐르,테헤란로10길 10,37.4984061,127.0322636,6,61,0,0,,16,271,0,0
5750,서울특별시 영등포구 문래동5가,금강 노블레스,선유로3길 7-9,37.51475675,126.8865525,0,40,0,57,,1,166,6,88
5756,서울특별시 관악구 봉천동,보배오피스텔,관악로17길 31,37.4807672,126.9497885,8,90,0,0,,13,322,1,0
5761,서울특별시 영등포구 대림동,세인트 오피스텔,대림로27길 5,37.49501627,126.8991654,5,149,1,0,,9,403,3,0
5766,서울특별시 금천구 시흥동,시흥해담채,시흥대로75길 13,37.45743094,126.8985484,5,80,1,0,,14,268,1,0
5805,서울특별시 은평구 응암동,미가 마하나임 응암Ⅰ,은평로 105,37.60009916,126.9194175,3,116,19,0,,16,312,19,0
5809,서울특별시 양천구 신월동,오진오피스텔,오목로 98,37.52330153,126.8483652,4,284,3,0,,7,894,4,6
5822,서울특별시 서대문구 북가좌동,선정오피스텔,증가로 259,37.5836228,126.9111145,5,112,0,0,,11,347,1,0
5828,서울특별시 양천구 목동,목동 트라움시티,등촌로 200,37.5472851,126.8635285,0,227,4,0,,2,502,7,0
5829,서울특별시 마포구 노고산동,신촌다올노블리움,백범로1길 79-4,37.55604996,126.940963,5,118,2,0,,21,305,2,0
5848,서울특별시 송파구 방이동,I-SPACE 잠실2,올림픽로 354,37.51611022,127.1095535,4,55,0,0,,12,179,0,0
5857,서울특별시 강동구 천호동,힐탑프라자,천호대로 1073,37.5366145,127.1313603,3,95,0,0,,8,294,0,0
5871,서울특별시 강동구 길동,강동 디앤써밋,양재대로 1560,37.5447283,127.1428998,5,108,0,0,,6,276,0,0
5879,서울특별시 강서구 방화동,오피앙,금낭화로 146,37.57818916,126.8133024,4,41,1,0,,6,112,20,0
5914,서울특별시 중구 황학동,골드캐슬Ⅱ,난계로17길 58-6,37.56984557,127.0205075,0,81,34,0,,8,207,107,0
5922,서울특별시 동대문구 휘경동,스페이스 에이치,이문로 52,37.59192464,127.0574897,0,120,1,0,,6,304,12,8
5923,서울특별시 성북구 하월곡동,월곡오피스텔,화랑로11길 17-11,37.60313908,127.0408703,0,95,0,34,,0,192,0,89
5925,서울특별시 중랑구 상봉동,상봉 동원데자뷰2차,봉우재로37가길 11,37.5938736,127.0885947,3,131,0,0,,12,346,1,0
5929,서울특별시 중랑구 면목동,하이원팰리스,겸재로40길 14-7,37.5873461,127.0868978,2,167,1,0,,2,441,2,0
5936,서울특별시 종로구 내수동,경희궁의 아침 2단지,사직로8길 24,37.57396393,126.9712849,4,23,0,0,,9,103,0,0
5942,서울특별시 종로구 관수동,신일 해피트리앤,종로16길 13,37.56945857,126.9887023,7,80,0,0,,14,238,0,0
5962,서울특별시 관악구 봉천동,미륵빌딩,쑥고개로 95,37.47938438,126.9472041,4,98,0,0,,13,272,28,0
5965,서울특별시 관악구 봉천동,아티크빌딩,중앙길 15-1,37.48384312,126.9536565,4,159,0,0,,8,340,3,0
