NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
177359,서울특별시 구로구 구로동,108,108,0,현대파크빌,전세,153.61,202403,7,"64,000",0,13,1999,공원로 41,202404~202604,신규,-,,,아파트
177363,서울특별시 금천구 시흥동,1006,1006,0,벽산3,전세,59.94,202403,7,"20,100",0,2,1998,탑골로 84,202403~202603,신규,-,,,아파트
177366,서울특별시 서초구 서초동,1553-15,1553,15,블루힐65,월세,22.5,202403,7,"3,000",112,10,2013,반포대로30길 9,202404~202604,신규,-,,,아파트
177384,서울특별시 서초구 방배동,798-5,798,5,월드빌라트(798-5),전세,201.71,202403,7,"1,000",0,2,1996,동광로 126,202403~202603,신규,-,,,아파트
177455,서울특별시 강남구 대치동,910-6,910,6,풍림아이원2차202동,전세,115.22,202403,7,"95,000",0,1,2003,역삼로74길 8,202404~202604,신규,-,,,아파트
177462,서울특별시 강남구 삼성동,Apr-65,65,4,상지리츠빌카일룸(65-4),월세,237.74,202403,7,"300,000","1,000",11,2012,삼성로 636,202405~202805,신규,-,,,아파트
177463,서울특별시 강남구 삼성동,Sep-57,57,9,현대삼성동1차,전세,159.69,202403,7,"110,000",0,5,2005,삼성로120길 52-5,202406~202606,신규,-,,,아파트
177464,서울특별시 강남구 청담동,127-12,127,12,상지리츠빌5A,전세,146.83,202403,7,"65,000",0,9,2001,도산대로89길 36,202403~202603,신규,-,,,아파트
177466,서울특별시 강남구 삼성동,130,130,0,이안애빌,월세,106.89,202403,7,"30,000",300,4,2004,봉은사로68길 65,202403~202503,갱신,-,"10,000",360,아파트
177644,서울특별시 종로구 청운동,56-45,56,45,청운현대,월세,129.76,202403,7,"10,000",330,2,2000,자하문로33길 43,202404~202604,신규,-,,,아파트
177728,서울특별시 송파구 가락동,Jul-77,77,7,송파Nsuite,전세,115.54,202403,7,"67,000",0,5,2005,송파대로28길 35,202406~202606,신규,-,,,아파트
177789,서울특별시 강서구 화곡동,343-21,343,21,일광2차,전세,77.04,202403,7,"23,000",0,3,2002,곰달래로 113,202405~202605,신규,-,,,아파트
177800,서울특별시 강서구 염창동,271-5,271,5,염창2차보람,전세,82.53,202403,7,"47,000",0,2,2006,공항대로61길 48-22,202404~202604,신규,-,,,아파트
178031,서울특별시 구로구 구로동,98,98,0,대림오페라타워,전세,88.29,202403,6,"39,000",0,21,1996,구로중앙로 60,202404~202604,신규,-,,,아파트
178036,서울특별시 구로구 구로동,746-14,746,14,(746-14),전세,49.64,202403,6,"13,500",0,1,1996,구로동로8길 22,202404~202604,갱신,사용,"13,000",0,아파트
178156,서울특별시 마포구 망원동,510,510,0,두영이지안,전세,84.13,202403,6,"70,000",0,3,2004,방울내로 36,202403~202603,갱신,사용,"70,000",0,아파트
178187,서울특별시 서초구 방배동,434-3,434,3,정림,전세,104.82,202403,6,"80,000",0,3,2001,청두곶14길 5,202403~202603,갱신,사용,"85,000",0,아파트
178212,서울특별시 서초구 서초동,1446-11,1446,11,현대슈퍼빌,전세,147.86,202403,6,"140,000",0,2,2003,서초중앙로 15,202405~202605,신규,-,,,아파트
178289,서울특별시 강남구 삼성동,Jan-78,78,1,위레벤646,월세,42.4184,202403,6,"4,000",430,13,2021,영동대로 646,202404~202504,신규,-,,,아파트
178416,서울특별시 동작구 사당동,120,120,0,두성,월세,103.32,202403,6,"40,000",80,3,1992,동작대로29길 77,202405~202605,신규,-,,,아파트
178778,서울특별시 마포구 염리동,10-54,10,54,우리파크아파트,월세,22.18,202403,5,"1,000",79,2,2021,대흥로24길 27,202403~202503,갱신,-,"1,000",75,아파트
178912,서울특별시 종로구 필운동,142,142,0,사직파크맨션,전세,99.17,202403,5,"50,000",0,5,1973,사직로 95,202406~202606,신규,-,,,아파트
178992,서울특별시 서초구 반포동,Apr-88,88,4,서래아르드빌,월세,200.4,202403,5,500,100,1,2008,사평대로26길 112,202403~202603,신규,-,,,아파트
179008,서울특별시 서초구 방배동,484-2,484,2,방배아트e편한세상101,전세,108.98,202403,5,"90,000",0,5,2005,효령로2길 73,202405~202605,신규,-,,,아파트
179145,서울특별시 광진구 자양동,779-11,779,11,구의현대하이엘,전세,69.08,202403,5,"35,100",0,14,2005,자양로 113,202403~202603,갱신,-,"35,000",0,아파트
179166,서울특별시 성북구 정릉동,266-32,266,32,대창쉐르빌,월세,68.66,202403,5,"9,000",74,1,2000,보국문로16다길 51,202404~202604,갱신,사용,"9,000",70,아파트
179207,서울특별시 동대문구 장안동,455-4,455,4,SM이로빌4차B동(455-4),전세,84.9,202403,5,"35,000",0,4,2004,천호대로97길 39,202404~202604,신규,-,,,아파트
179244,서울특별시 강서구 등촌동,517-39,517,39,강서,전세,127.15,202403,5,"38,000",0,2,1993,등촌로39다길 20,202405~202605,신규,-,,,아파트
179277,서울특별시 은평구 신사동,12-01,12,1,임탑(12-1)100동,월세,84.85,202403,5,"20,000",40,2,2004,갈현로5길 26,202404~202604,신규,-,,,아파트
179440,서울특별시 강동구 성내동,446-17,446,17,올림픽파크힐,전세,84.52,202403,4,"50,000",0,6,2005,성안로 18,202403~202603,갱신,-,"62,000",0,아파트
179517,서울특별시 양천구 신정동,890-13,890,13,건영,전세,59.67,202403,4,"39,500",0,5,1996,목동로25길 9,202405~202605,신규,-,,,아파트
179720,서울특별시 서대문구 창천동,368,368,0,엘르빌2차,월세,84.41,202403,4,"10,000",150,2,2002,연희로2길 51-5,202404~202604,신규,-,,,아파트
179838,서울특별시 구로구 구로동,792-78,792,78,(792-78),월세,45.69,202403,4,"13,000",10,1,1996,디지털로27라길 39-11,202404~202604,신규,-,,,아파트
179848,서울특별시 구로구 구로동,799-5,799,5,대길B,전세,33.26,202403,4,"10,800",0,3,1996,도림로8길 16,202403~202603,갱신,-,"10,000",0,아파트
179869,서울특별시 금천구 독산동,147-1,147,1,한아프라임102동,전세,161.2,202403,4,"35,000",0,5,2004,시흥대로149길 39,202405~202505,갱신,-,"35,000",0,아파트
180017,서울특별시 서초구 서초동,1559-1,1559,1,제이씨라디앙,월세,84.97,202403,4,"48,000",80,3,2005,반포대로22길 54,202404~202604,갱신,-,"45,000",65,아파트
180048,서울특별시 서초구 반포동,612-33,612,33,펠리체,전세,218.0,202403,4,"120,000",0,6,2007,동광로27길 74,202303~202603,신규,-,,,아파트
180293,서울특별시 동대문구 장안동,374-9,374,9,가우디트윈캐슬1,월세,48.31,202403,4,"12,000",90,14,2016,한천로24길 74-7,202404~202604,신규,-,,,아파트
180414,서울특별시 서대문구 연희동,51-74,51,74,로엠아트빌(A동),월세,80.94,202403,3,"5,000",145,2,2004,연희로14길 62-13,202403~202603,신규,-,,,아파트
180482,서울특별시 관악구 남현동,1059-1,1059,1,르메이르강남타운1,월세,132.36,202403,3,300,59,11,2002,남부순환로 2068,202403~202503,신규,-,,,아파트
180689,서울특별시 도봉구 쌍문동,143-52,143,52,영진,월세,72.48,202403,2,500,30,1,2001,노해로48길 93,202403~202603,신규,-,,,아파트
180698,서울특별시 동대문구 장안동,347-8,347,8,정은스카이빌201동,전세,105.9,202403,2,"48,000",0,7,2006,장한로18길 31,202403~202603,갱신,-,"47,000",0,아파트
181093,서울특별시 관악구 신림동,667-16,667,16,월드,전세,84.8,202403,2,"23,100",0,1,2001,난곡로 90-39,202407~202606,신규,-,,,아파트
181227,서울특별시 광진구 중곡동,252-8,252,8,진흥아르미,월세,84.96,202403,2,"20,000",80,7,2005,동일로 354,202404~202604,신규,-,,,아파트
181285,서울특별시 금천구 가산동,235-57,235,57,드림캐슬,월세,77.11,202403,2,"5,000",100,3,2004,두산로5길 58,202405~202605,신규,-,,,아파트
181293,서울특별시 구로구 구로동,745-10,745,10,(745-10),월세,49.44,202403,2,"2,000",70,3,1995,구로동로18길 30-3,202403~202603,신규,-,,,아파트
181314,서울특별시 은평구 증산동,179-9,179,9,월드메르시안(179-9),전세,79.94,202403,2,"38,000",0,5,2004,증산로 237-1,202403~202603,갱신,-,"28,000",0,아파트
181341,서울특별시 은평구 불광동,391-68,391,68,대광월드,월세,83.88,202403,1,"27,000",25,2,2003,통일로88길 3,202404~202604,신규,-,,,아파트
181513,서울특별시 송파구 방이동,185,185,0,인택파크랜드,월세,126.69,202403,1,"80,000",75,10,2004,양재대로71길 2-27,202403~202603,신규,-,,,아파트
181555,서울특별시 강남구 삼성동,05-03,5,3,골든카운티,전세,84.95,202403,1,"85,000",0,2,2019,학동로68길 16,202404~202604,신규,-,,,아파트
181625,서울특별시 용산구 효창동,05-17,5,17,세인트힐,전세,107.27,202403,1,"57,000",0,6,2004,효창원로72길 42,202405~202605,신규,-,,,아파트
181842,서울특별시 관악구 봉천동,870-13,870,13,신원메트로빌,월세,84.6,202403,1,"5,000",150,6,2006,남부순환로 1811,202404~202604,갱신,사용,"5,000",150,아파트
181923,서울특별시 서초구 방배동,971-8,971,8,네스코뮤즈빌(A),전세,132.74,202403,1,"80,000",0,1,2003,도구로 45-3,202404~202604,신규,-,,,아파트
181924,서울특별시 서초구 방배동,889-5,889,5,방배CJ나인빌1차,전세,137.3,202403,1,"105,000",0,4,2005,방배로18길 57-13,202405~202605,신규,-,,,아파트
182019,서울특별시 성동구 금호동2가,500-7,500,7,상기,월세,46.25,202403,1,"4,000",23,2,1976,금호산9가길 52,202405~202605,신규,-,,,아파트
182157,서울특별시 송파구 방이동,181,181,0,태평양파크1,전세,147.41,202402,29,"67,000",0,11,1996,위례성대로 102,202404~202604,갱신,-,"59,850",0,아파트
182167,서울특별시 송파구 문정동,113-3,113,3,문정그린,전세,71.93,202402,29,"45,000",0,5,2001,송이로 264,202404~202604,신규,-,,,아파트
182281,서울특별시 은평구 대조동,06-18,6,18,나이스홈,월세,29.98,202402,29,"19,000",10,11,2012,통일로67길 8-8,202404~202604,신규,-,,,아파트
182387,서울특별시 용산구 효창동,5-262,5,262,예빌리지,전세,84.83,202402,29,"48,000",0,2,2004,백범로45길 9-10,202404~202604,신규,-,,,아파트
182409,서울특별시 종로구 낙원동,22-1,22,1,삼일주택,월세,13.2,202402,29,"1,000",57,3,2013,삼일대로 446-56,202403~202502,신규,-,,,아파트
182444,서울특별시 강남구 삼성동,142-28,142,28,삼성동디뷰더센트럴,월세,28.544,202402,29,100,376,6,2023,선릉로92길 40,202403~202606,신규,-,,,아파트
182477,서울특별시 강남구 신사동,562,562,0,신사파크빌A동,전세,117.82,202402,29,"90,000",0,4,2004,도산대로23길 18,202404~202604,신규,-,,,아파트
182633,서울특별시 영등포구 신길동,65-21,65,21,프리가,월세,13.66,202402,29,"1,000",60,8,2013,영등포로 390,202404~202504,신규,-,,,아파트
182851,서울특별시 서초구 방배동,01-19,1,19,그랑씨엘3차,전세,119.96,202402,28,"90,000",0,2,2005,사평대로6길 109-12,202405~202605,신규,-,,,아파트
182873,서울특별시 서초구 잠원동,49-31,49,31,세인트빌(49-31),전세,59.21,202402,28,"49,000",0,4,2004,잠원로 205,202404~202604,신규,-,,,아파트
182884,서울특별시 서초구 서초동,1327-29,1327,29,서초파라곤,전세,57.44,202402,28,"65,100",0,14,2005,서초대로74길 29,202403~202603,갱신,사용,"65,000",0,아파트
182909,서울특별시 강남구 삼성동,Mar-57,57,3,현대2차,월세,155.8,202402,28,"110,000",40,2,2006,삼성로122길 45,202403~202502,갱신,-,"110,000",60,아파트
183039,서울특별시 광진구 자양동,498-2,498,2,한강로얄,전세,116.08,202402,28,"56,500",0,1,2004,뚝섬로36길 38,202402~202602,갱신,사용,"56,500",0,아파트
183126,서울특별시 중랑구 망우동,574,574,0,백림금호,전세,59.99,202402,28,"26,000",0,12,2000,망우로 504-10,202404~202604,신규,-,,,아파트
183136,서울특별시 동대문구 회기동,60-230,60,230,동일스카이시티2차,전세,59.91,202402,28,"25,000",0,1,2005,회기로 108-32,202405~202605,신규,-,,,아파트
183193,서울특별시 용산구 서빙고동,241-47,241,47,한강르네상스,전세,60.42,202402,28,"35,000",0,7,2010,서빙고로62길 27,202403~202603,갱신,-,"31,500",0,아파트
183217,서울특별시 용산구 효창동,288,288,0,용산데시앙포레,전세,59.8391,202402,28,"70,000",0,5,2022,효창원로 227,202403~202603,신규,-,,,아파트
183298,서울특별시 강동구 성내동,463-1,463,1,탑건위너빌,전세,63.54,202402,28,"37,000",0,2,2001,성내로6가길 42,202403~202603,신규,-,,,아파트
183319,서울특별시 노원구 상계동,1401-8,1401,8,코지한주,전세,101.54,202402,28,"16,000",0,6,2006,덕릉로123길 53,202403~202603,신규,-,,,아파트
183550,서울특별시 강서구 내발산동,682-10,682,10,천우에이스빌,전세,85.0,202402,28,"31,400",0,4,2001,공항대로36가길 36,202403~202603,갱신,-,"30,400",0,아파트
183637,서울특별시 영등포구 대림동,783-6,783,6,브라이튼디엘,전세,67.02,202402,28,"32,640",0,2,2023,대림로 235,202402~202606,신규,-,,,아파트
183713,서울특별시 구로구 항동,16-18,16,18,동보수목원(16-18),전세,84.62,202402,27,"29,000",0,6,2012,연동로13길 18-44,202404~202604,신규,-,,,아파트
183717,서울특별시 구로구 구로동,748-19,748,19,(748-19),월세,48.57,202402,27,500,70,5,1998,구로동로18길 62-10,202403~202603,신규,-,,,아파트
183756,서울특별시 마포구 합정동,467,467,0,한강동원아파트,전세,84.87,202402,27,"49,000",0,5,2003,토정로2길 6-12,202402~202602,신규,-,,,아파트
183861,서울특별시 강남구 역삼동,828-46,828,46,정원,전세,96.58,202402,27,"80,000",0,4,2004,테헤란로14길 42,202404~202604,갱신,사용,"80,000",0,아파트
183865,서울특별시 서초구 방배동,593-51,593,51,용성빌리지,전세,71.13,202402,27,"55,000",0,6,2004,남부순환로297나길 8,202402~202602,갱신,-,"50,000",30,아파트
183890,서울특별시 서초구 서초동,1359,1359,0,서초동현대리츠빌,월세,163.51,202402,27,"110,000",100,2,2002,강남대로43길 51,202402~202602,갱신,-,"110,000",135,아파트
183906,서울특별시 서초구 서초동,1542-6,1542,6,현대ESA2,전세,136.25,202402,27,"116,260",0,10,2003,반포대로 122,202404~202604,갱신,-,"115,500",0,아파트
183985,서울특별시 송파구 가락동,160-1,160,1,주성드림펠리스,월세,109.45,202402,27,"20,000",140,8,2004,오금로 336,202402~202602,신규,-,,,아파트
184118,서울특별시 강남구 도곡동,948-4,948,4,삼경하이빌1,전세,43.17,202402,27,"20,000",0,2,2000,도곡로2길 46,202404~202604,갱신,-,"20,000",0,아파트
184130,서울특별시 중랑구 망우동,202-16,202,16,성도아트빌,월세,83.69,202402,27,300,35,5,2008,용마산로116길 43,202402~202602,신규,-,,,아파트
184278,서울특별시 관악구 신림동,546-7,546,7,윤정,전세,59.82,202402,27,"27,000",0,2,1993,조원로14길 16,202403~202603,갱신,-,"25,200",0,아파트
184384,서울특별시 강서구 화곡동,391-2,391,2,청우(391-2),월세,51.96,202402,27,"3,000",82,2,2007,강서로12길 44,202403~202603,신규,-,,,아파트
184612,서울특별시 송파구 풍납동,513,513,0,금강캐스빌,전세,84.06,202402,26,"23,000",0,2,2010,풍성로25나길 16-1,202403~202603,신규,-,,,아파트
184625,서울특별시 서초구 서초동,1566-19,1566,19,서초노빌리에,월세,81.36,202402,26,"5,000",150,7,2006,서초대로46길 96,202402~202612,신규,-,,,아파트
184638,서울특별시 서초구 양재동,16-28,16,28,현대타운,전세,81.1,202402,26,"60,000",0,3,2005,남부순환로356길 109,202404~202604,신규,-,,,아파트
184747,서울특별시 금천구 시흥동,796-43,796,43,한빛로얄(796-43),월세,81.95,202402,26,"5,000",105,1,2003,독산로50다길 8-12,202404~202604,신규,-,,,아파트
184782,서울특별시 구로구 구로동,740-33,740,33,(740-33),월세,55.63,202402,26,"1,000",50,1,1961,구로동로22길 42,202402~202602,신규,-,,,아파트
184790,서울특별시 금천구 독산동,887-7,887,7,문성,월세,68.76,202402,26,50,35,4,2001,문성로 18,202402~202602,신규,-,,,아파트
184813,서울특별시 양천구 목동,938,938,0,청학,전세,45.67,202402,26,"39,000",0,4,2002,목동동로12길 9,202407~202607,신규,-,,,아파트
184869,서울특별시 서대문구 충정로3가,1-37,1,37,동호,월세,84.87,202402,26,"10,000",120,6,2003,경기대로9길 60,202404~202604,신규,-,,,아파트
185010,서울특별시 송파구 가락동,147-2,147,2,현대파크빌,전세,218.49,202402,26,"98,100",0,5,1999,중대로 174,202403~202509,갱신,사용,"98,000",0,아파트
185025,서울특별시 강동구 명일동,348-1,348,1,다성이즈빌(명일4차),월세,84.02,202402,26,"40,000",30,2,2005,양재대로130길 36,202403~202603,신규,-,,,아파트
185030,서울특별시 송파구 방이동,154-3,154,3,주함위너스Ⅱ,전세,84.55,202402,26,"55,000",0,3,2004,백제고분로50길 20,202405~202605,신규,-,,,아파트
185249,서울특별시 강서구 내발산동,722-16,722,16,태승훼미리,월세,83.61,202402,26,"30,000",70,7,2004,강서로45길 18,202404~202604,신규,-,,,아파트
185265,서울특별시 강서구 화곡동,488-50,488,50,신영,전세,80.61,202402,26,"20,900",0,1,2002,등촌로13길 170-7,202402~202602,갱신,-,"25,200",0,아파트
185400,서울특별시 금천구 독산동,887-4,887,4,영진힐탑,전세,84.02,202402,25,"32,000",0,5,2003,문성로 14,202405~202605,신규,-,,,아파트
185412,서울특별시 서초구 반포동,Jan-71,71,1,반포빌라트(71-1),전세,206.57,202402,25,"130,000",0,6,1995,동광로39길 80,202312~202512,갱신,-,"125,000",0,아파트
185420,서울특별시 서대문구 연희동,705-4,705,4,연희에스엠,전세,68.06,202402,25,"22,000",0,7,2011,홍연2길 21,202406~202606,신규,-,,,아파트
185527,서울특별시 강동구 천호동,28-32,28,32,썬팰리스아파트,월세,84.31,202402,25,"34,500",30,4,2010,상암로41길 29,202402~202502,신규,-,,,아파트
185552,서울특별시 동작구 상도동,488,488,0,강남(488),월세,47.14,202402,25,500,75,6,1972,상도로 357,202402~202502,신규,-,,,아파트
185553,서울특별시 동작구 상도동,126-32,126,32,현산푸른숲,전세,111.2,202402,25,"35,700",0,2,2007,상도로68길 33-1,202402~202602,갱신,-,"35,700",0,아파트
185748,서울특별시 양천구 신월동,541-1,541,1,오투힐,월세,57.12,202402,24,"10,000",60,7,2003,신월로9길 20,202403~202603,신규,-,,,아파트
185762,서울특별시 양천구 신월동,538-6,538,6,길성,월세,59.12,202402,24,"5,000",70,7,2000,신월로15길 7,202404~202604,신규,-,,,아파트
185771,서울특별시 양천구 신월동,109-1,109,1,삼동,월세,84.15,202402,24,"5,000",100,5,1997,월정로31길 27,202403~202603,신규,-,,,아파트
185906,서울특별시 구로구 구로동,797-5,797,5,(797-5),월세,33.12,202402,24,"10,000",10,2,1996,도림로6길 34,202404~202604,신규,-,,,아파트
185910,서울특별시 구로구 구로동,745-56,745,56,(745-56),월세,55.8,202402,24,"2,000",70,2,1997,구로동로12길 16-10,202402~202602,신규,-,,,아파트
186137,서울특별시 강남구 청담동,32,32,0,청담아르지움,전세,32.25,202402,24,"28,350",0,5,2015,삼성로135길 15,202404~202604,신규,-,,,아파트
186514,서울특별시 동대문구 장안동,572,572,0,은하수드림필,전세,84.91,202402,24,"35,000",0,1,2006,천호대로89길 30,202407~202607,갱신,-,"30,400",0,아파트
186549,서울특별시 중랑구 중화동,207-14,207,14,미영리치타운,월세,84.71,202402,24,"15,000",100,11,2007,망우로 223-8,202403~202603,신규,-,,,아파트
186658,서울특별시 관악구 봉천동,1690-158,1690,158,낙성대에메랄드,전세,76.91,202402,24,"49,000",0,5,2006,남부순환로 1961-1,202404~202604,신규,-,,,아파트
186684,서울특별시 관악구 봉천동,957-6,957,6,쁘띠그린힐,전세,43.19,202402,24,"23,000",0,7,2015,은천로 14,202403~202603,갱신,사용,"25,000",0,아파트
186700,서울특별시 은평구 신사동,338-2,338,2,테마빌2,전세,71.69,202402,24,"38,400",0,5,2004,증산로 377,202405~202605,신규,-,,,아파트
186760,서울특별시 강동구 암사동,492-45,492,45,라움(492-45),월세,67.64,202402,24,"40,000",25,5,2006,상암로15길 30-5,202404~202604,신규,-,,,아파트
186800,서울특별시 강동구 둔촌동,556,556,0,암펠로스타워,전세,94.7,202402,24,"58,000",0,3,2006,명일로 110,202405~202605,신규,-,,,아파트
186807,서울특별시 강동구 길동,456-2,456,2,하이브,전세,84.84,202402,24,"48,000",0,9,2006,진황도로 100,202404~202604,신규,-,,,아파트
186874,서울특별시 강서구 내발산동,738,738,0,청솔숲속마을102동,월세,61.68,202402,24,"30,000",60,11,2007,강서로46길 78,202403~202603,갱신,-,"36,750",0,아파트
186935,서울특별시 강동구 명일동,336-12,336,12,KNP,전세,84.6,202402,24,"50,000",0,5,2002,상암로47길 38,202406~202606,갱신,-,"53,000",0,아파트
187137,서울특별시 도봉구 창동,609-11,609,11,대림아파트,전세,66.35,202402,23,"19,000",0,1,2002,덕릉로63길 61,202403~202603,신규,-,,,아파트
187297,서울특별시 서대문구 홍제동,104-1,104,1,인왕,월세,56.66,202402,23,"2,000",55,1,1968,통일로32길 3,202402~202602,갱신,-,"2,000",55,아파트
187452,서울특별시 구로구 구로동,740-11,740,11,(740-11),월세,40.66,202402,23,"1,000",65,4,1997,구로동로20길 33,202404~202604,신규,-,,,아파트
187554,서울특별시 강남구 논현동,195-1,195,1,e-편한세상,전세,84.9876,202402,23,"75,000",0,4,2005,봉은사로11길 12,202406~202606,갱신,-,"68,250",0,아파트
187595,서울특별시 서초구 반포동,701-31,701,31,써니힐,전세,66.49,202402,23,"45,000",0,4,2003,주흥17길 19,202404~202604,신규,-,,,아파트
187749,서울특별시 성동구 성수동1가,685-191,685,191,성수파크빌,전세,121.95,202402,23,"64,000",0,10,2002,서울숲길 17,202312~202512,갱신,-,"59,000",0,아파트
187752,서울특별시 광진구 중곡동,647-1,647,1,삼보글로벌101동,전세,78.84,202402,23,"43,400",0,3,2003,긴고랑로14길 63,202403~202603,갱신,-,"40,950",0,아파트
187898,서울특별시 은평구 갈현동,327-15,327,15,힐튼,전세,69.2,202402,23,"28,854",0,2,2007,서오릉로18길 13-15,202404~202604,신규,-,,,아파트
188345,서울특별시 구로구 구로동,799-8,799,8,(799-8),월세,46.71,202402,22,"1,000",60,1,1996,도림로8길 22,202403~202603,신규,-,,,아파트
188382,서울특별시 서대문구 충정로3가,3-46,3,46,행복한,전세,53.64,202402,22,"22,000",0,6,2006,경기대로5길 23,202404~202604,신규,-,,,아파트
188543,서울특별시 송파구 방이동,154-21,154,21,주함위너스Ⅰ,전세,94.62,202402,22,"52,600",0,5,2004,백제고분로50길 22,202403~202603,갱신,사용,"52,500",0,아파트
188755,서울특별시 동대문구 장안동,455-5,455,5,SM이로빌4차A동(455-5),전세,124.73,202402,21,"50,000",0,6,2004,천호대로97길 35,202403~202603,신규,-,,,아파트
188876,서울특별시 도봉구 창동,582-21,582,21,영창하모니A,전세,83.99,202402,21,"30,000",0,3,2003,덕릉로59자길 5,202404~202604,갱신,-,"30,000",0,아파트
188970,서울특별시 강남구 청담동,115-6,115,6,효성빌라청담101(2차),월세,217.29,202402,21,"200,000","2,300",5,2022,압구정로75길 27,202403~202604,신규,-,,,아파트
188988,서울특별시 강남구 대치동,938-11,938,11,동민맥스빌A동,전세,84.96,202402,21,"80,000",0,5,2004,선릉로62길 38,202402~202602,갱신,-,"85,000",0,아파트
189101,서울특별시 종로구 평창동,179-5,179,5,밀레니엄,전세,84.41,202402,21,"14,463",0,1,2017,평창12길 14-4,202402~202702,신규,-,,,아파트
189110,서울특별시 용산구 효창동,5-158,5,158,효창아트빌2차,전세,101.36,202402,21,"43,000",0,5,2002,효창원로69길 31,202403~202603,신규,-,,,아파트
189199,서울특별시 마포구 도화동,240-1,240,1,현대예술아파트,전세,118.5,202402,21,"55,000",0,4,1993,도화2안길 11,202402~202602,갱신,-,"50,000",0,아파트
189258,서울특별시 광진구 구의동,552-6,552,6,대성빌라트(552-6),월세,81.69,202402,21,"8,000",125,3,2000,영화사로15길 27,202403~202603,신규,-,,,아파트
189273,서울특별시 광진구 능동,283-9,283,9,그린,전세,79.0,202402,21,"38,580",0,2,2004,천호대로110길 78,202402~202602,갱신,-,"36,750",0,아파트
189310,서울특별시 관악구 봉천동,180-422,180,422,새진8차,전세,80.64,202402,21,"39,000",0,4,2005,인헌16길 47,202403~202603,신규,-,,,아파트
189357,서울특별시 구로구 구로동,Feb-43,43,2,예원아파트,월세,94.315,202402,21,"30,000",50,6,2004,새말로16길 56,202402~202602,갱신,-,"25,000",35,아파트
189375,서울특별시 은평구 구산동,25-53,25,53,우신,월세,63.36,202402,21,"2,000",110,5,1995,갈현로16길 16,202403~202603,신규,-,,,아파트
189403,서울특별시 은평구 불광동,171-61,171,61,현대아파트,전세,144.39,202402,21,"20,000",0,7,1993,불광로20길 9,202402~202407,신규,-,,,아파트
189742,서울특별시 강동구 성내동,405-5,405,5,한솔애리즈(405-5),전세,84.53,202402,20,"50,000",0,4,2009,풍성로51길 32,202404~202604,갱신,-,"44,625",0,아파트
189744,서울특별시 강동구 성내동,25-1,25,1,이안강동,전세,77.49,202402,20,"50,000",0,5,2006,천호대로162길 34,202404~202604,신규,-,,,아파트
189869,서울특별시 중랑구 상봉동,74,74,0,한국프라우드,전세,84.99,202402,20,"37,000",0,5,2005,망우로55길 32,202403~202603,갱신,-,"44,000",0,아파트
189941,서울특별시 마포구 망원동,429-4,429,4,대성1,월세,78.22,202402,20,"15,000",100,5,1994,월드컵로25길 128,202403~202603,신규,-,,,아파트
190111,서울특별시 강남구 삼성동,130-6,130,6,이안애2차,월세,89.91,202402,20,"74,000",30,5,2004,테헤란로77길 27,202405~202604,갱신,-,"74,000",30,아파트
190159,서울특별시 노원구 상계동,107-980,107,980,불암신기101동,전세,64.58,202402,20,"24,000",0,3,2002,덕릉로118길 17,202402~202602,갱신,-,"22,000",0,아파트
190319,서울특별시 동작구 상도동,283-75,283,75,상도타워A동,전세,61.19,202402,20,"24,050",0,7,2005,성대로6가길 149,202403~202603,갱신,-,"22,050",0,아파트
190526,서울특별시 강서구 방화동,1360,1360,0,마곡승윤노블리안아파트,월세,83.69,202402,20,"5,000",140,5,2008,방화대로44길 42,202403~202603,신규,-,,,아파트
190600,서울특별시 은평구 응암동,115-4,115,4,신진뉴캐슬,월세,83.8,202402,19,"30,000",30,7,2004,은평로8길 18-1,202404~202604,신규,-,,,아파트
190666,서울특별시 강남구 신사동,540-2,540,2,대성아파트,월세,78.51,202402,19,"5,000",270,3,2002,논현로151길 45,202403~202603,신규,-,,,아파트
190678,서울특별시 동대문구 장안동,576,576,0,흥해오크팰리스(576-0),전세,84.62,202402,19,"50,000",0,12,2007,장한로10길 28,202404~202604,신규,-,,,아파트
190715,서울특별시 동대문구 장안동,374-8,374,8,가우디트윈캐슬2,전세,41.26,202402,19,"26,500",0,14,2016,한천로24길 74-9,202403~202603,신규,-,,,아파트
190749,서울특별시 강동구 암사동,488-3,488,3,다성이즈빌Ⅰ,월세,84.91,202402,19,0,42,6,2009,상암로23길 28,202402~202602,신규,-,,,아파트
190807,서울특별시 송파구 가락동,177-7,177,7,주성드림아파트,전세,81.38,202402,19,"43,000",0,7,2003,문정로 165-1,202403~202603,갱신,사용,"46,000",0,아파트
190861,서울특별시 강북구 수유동,562-4,562,4,진안골드밸리,전세,134.18,202402,19,"35,000",0,2,2001,4.19로11길 16,202404~202604,신규,-,,,아파트
190879,서울특별시 도봉구 쌍문동,321,321,0,쌍문금용,월세,82.26,202402,19,"2,000",110,3,1995,노해로 170,202402~202602,갱신,-,"4,000",55,아파트
191044,서울특별시 구로구 구로동,743-32,743,32,(743-32),전세,59.94,202402,19,"20,000",0,3,1995,구로동로20길 37-16,202404~202604,신규,-,,,아파트
