NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
3101,서울특별시 영등포구 신길동,4501,4501,0,우창,월세,55.9,202412,17,"24,000",10,10,1983,여의대방로5길 6,202412~202612,갱신,사용,"24,000",5,아파트
3103,서울특별시 영등포구 당산동3가,394,394,0,삼익,전세,60.83,202412,17,"38,000",0,10,1979,국회대로 552,202501~202701,신규,-,,,아파트
3107,서울특별시 영등포구 신길동,897-1,897,1,삼환,전세,84.84,202412,17,"42,200",0,20,1997,여의대방로43나길 25,202502~202702,갱신,-,"40,200",0,아파트
3110,서울특별시 영등포구 문래동3가,78,78,0,문래우정,전세,84.99,202412,17,"61,500",0,13,1998,도림로 456,202502~202702,신규,-,,,아파트
3116,서울특별시 노원구 공릉동,371-11,371,11,서일이츠뷰,전세,83.993,202412,17,"43,000",0,10,2005,동일로192가길 26,202501~202701,갱신,-,"43,000",0,아파트
3124,서울특별시 노원구 상계동,1295,1295,0,상계우방유쉘,전세,84.94,202412,17,"43,000",0,9,2000,동일로230가길 15,202502~202702,신규,-,,,아파트
3131,서울특별시 관악구 신림동,1712,1712,0,초원,월세,32.66,202412,17,"3,835",2,12,1999,미성5길 40,-,신규,-,,,아파트
3148,서울특별시 서초구 서초동,1584-6,1584,6,DK밸리뷰시티,월세,25.92,202412,17,"23,000",48,10,2019,반포대로14길 14,202503~202703,갱신,-,"23,000",42,아파트
3151,서울특별시 서초구 서초동,1533,1533,0,서초한신리빙타워,전세,84.86,202412,17,"89,000",0,15,1999,효령로 237,202502~202702,신규,-,,,아파트
3152,서울특별시 서초구 방배동,1020-1,1020,1,파세지아타,전세,118.695,202412,17,"140,000",0,6,2023,방배로6길 10-3,202502~202702,신규,-,,,아파트
3153,서울특별시 서초구 신원동,619,619,0,서초포레스타6단지,월세,49.98,202412,17,"2,731",49,6,2015,청계산로9길 1-12,-,신규,-,,,아파트
3154,서울특별시 동작구 상도동,528,528,0,동원베네스트,월세,84.959,202412,17,"50,000",18,3,2008,상도로34길 42,202412~202512,갱신,-,"48,000",16,아파트
3159,서울특별시 동작구 신대방동,707,707,0,현대,전세,84.57,202412,17,"49,550",0,3,1996,여의대방로 28,202502~202702,갱신,-,"47,250",0,아파트
3160,서울특별시 관악구 봉천동,1560-62,1560,62,서울대입구아이원(1560-62),월세,59.96,202412,17,"10,000",150,5,2006,청룡길 77,202501~202701,신규,-,,,아파트
3162,서울특별시 동작구 사당동,1161,1161,0,이수푸르지오더프레티움,전세,59.9675,202412,17,"80,000",0,3,2021,동작대로39길 39,202501~202701,신규,-,,,아파트
3166,서울특별시 동작구 상도동,431,431,0,래미안상도3차,전세,84.96,202412,17,"64,000",0,6,2004,상도로53길 8,202502~202702,신규,-,,,아파트
3171,서울특별시 관악구 봉천동,1730-2,1730,2,e편한세상서울대입구3단지(임대),월세,30.11,202412,17,"10,638",27,2,2019,참숯5길 7,-,신규,-,,,아파트
3180,서울특별시 관악구 봉천동,875-1,875,1,관악캠퍼스타워,월세,25.86,202412,17,"2,000",60,12,1998,남부순환로 1802,202502~202702,신규,-,,,아파트
3181,서울특별시 동작구 노량진동,323,323,0,우성,전세,59.82,202412,17,"38,850",0,12,1997,만양로8길 50,202412~202612,갱신,사용,"37,000",0,아파트
3183,서울특별시 용산구 이촌동,430,430,0,LG한강자이,전세,134.72,202412,17,"220,000",0,16,2003,이촌로64길 15,202502~202702,신규,-,,,아파트
3187,서울특별시 성동구 옥수동,436,436,0,극동그린,월세,59.9,202412,17,"5,000",180,15,1997,독서당로 175,202502~202702,신규,-,,,아파트
3188,서울특별시 중구 장충동2가,211,211,0,파크원빌,월세,13.51,202412,17,"1,000",65,9,2011,동호로24길 27-13,202503~202602,신규,-,,,아파트
3189,서울특별시 용산구 이태원동,22-2,22,2,청화1,전세,105.75,202412,17,"60,000",0,10,1982,장문로 27,202502~202702,신규,-,,,아파트
3191,서울특별시 용산구 용산동2가,May-47,47,5,용암한신,전세,72.66,202412,17,"33,500",0,5,1982,신흥로2길 58,202501~202701,갱신,-,"33,500",0,아파트
3206,서울특별시 중구 신당동,432-1957,432,1957,신신(2차),전세,59.04,202412,17,"30,000",0,2,2001,동호로11자길 22,202501~202701,신규,-,,,아파트
3210,서울특별시 중구 신당동,851,851,0,래미안하이베르,전세,59.74,202412,17,"15,000",0,9,2011,퇴계로90길 74,202501~202701,갱신,사용,"15,000",0,아파트
3219,서울특별시 은평구 갈현동,539,539,0,한솔,월세,39.96,202412,17,"18,000",10,6,1997,갈현로23길 41,202502~202702,신규,-,,,아파트
3228,서울특별시 은평구 진관동,106,106,0,마고정3단지센트레빌(301~309동)BL2-11,전세,39.18,202412,17,"6,707",0,6,2009,진관1로 55,-,신규,-,,,아파트
3231,서울특별시 은평구 진관동,113,113,0,폭포동4단지힐스테이트(401~407동)임대BL2-10,전세,84.95,202412,17,"20,555",0,2,2010,진관1로 77-8,202412~202612,갱신,-,"19,577",0,아파트
3232,서울특별시 은평구 불광동,645,645,0,불광롯데캐슬,월세,59.99,202412,17,"10,000",150,5,2018,불광로 64,202503~202703,신규,-,,,아파트
3233,서울특별시 은평구 불광동,636,636,0,북한산한양수자인아파트,월세,84.97,202412,17,"20,000",109,12,2006,불광로 170,202501~202701,갱신,사용,"20,000",100,아파트
3237,서울특별시 은평구 수색동,416-1,416,1,진흥엣세벨,전세,106.423,202412,17,"45,000",0,13,2003,은평터널로 60,202412~202705,갱신,-,"39,900",0,아파트
3238,서울특별시 은평구 불광동,637,637,0,북한산래미안아파트(2단지),전세,84.9929,202412,17,"60,000",0,4,2010,진흥로 265,202501~202701,신규,-,,,아파트
3240,서울특별시 은평구 응암동,400,400,0,자선메르시안(400),월세,77.58,202412,17,"1,000",50,7,2005,응암로18길 18-9,202412~202612,갱신,-,"1,000",50,아파트
3243,서울특별시 노원구 중계동,587,587,0,양지마을(대림)1,전세,84.9,202412,17,"66,000",0,19,1998,덕릉로71길 30,202501~202701,신규,-,,,아파트
3247,서울특별시 노원구 중계동,588-1,588,1,양지대림2(임대),월세,29.67,202412,17,977,14,18,1999,덕릉로77길 27,202412~202612,갱신,-,931,13,아파트
3253,서울특별시 강남구 논현동,60,60,0,루시아도산208,전세,43.26,202412,17,"60,000",0,2,2023,도산대로 208,202501~202701,신규,-,,,아파트
3259,서울특별시 강남구 삼성동,11,11,0,롯데캐슬프레미어,월세,121.931,202412,17,"56,557",395,4,2007,선릉로126길 22,202412~202612,갱신,-,"56,557",355,아파트
3266,서울특별시 강남구 논현동,105-4,105,4,한진로즈힐,월세,84.94,202412,17,"10,000",340,8,2004,도산대로46길 21,202501~202701,갱신,사용,"10,000",330,아파트
3282,서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,월세,59.98,202412,17,"100,000",100,9,2016,도곡로 320,202502~202702,신규,-,,,아파트
3288,서울특별시 강남구 일원동,711,711,0,수서,전세,39.98,202412,17,"30,000",0,4,1992,양재대로55길 12,202502~202702,갱신,사용,"30,000",0,아파트
3290,서울특별시 강남구 일원동,743,743,0,디에이치자이개포,월세,41.91,202412,17,"21,820",31,16,2021,영동대로 22,-,신규,-,,,아파트
3309,서울특별시 송파구 삼전동,Dec-38,38,12,하이파크아파트,전세,51.2,202412,17,"45,890",0,4,2016,삼전로2길 27,202501~202701,갱신,사용,"43,790",0,아파트
3314,서울특별시 서대문구 북아현동,1017,1017,0,힐스테이트신촌,월세,37.969,202412,17,"17,681",53,3,2020,이화여대8길 123,-,신규,-,,,아파트
3317,서울특별시 마포구 도화동,555,555,0,한화오벨리스크,전세,38.08,202412,17,"39,000",0,7,2004,마포대로 33,202501~202701,갱신,사용,"38,000",0,아파트
3326,서울특별시 마포구 대흥동,802,802,0,대흥동세양,전세,84.6,202412,17,"53,830",0,7,2000,독막로 288,202502~202702,갱신,-,"51,266",0,아파트
3327,서울특별시 서대문구 홍제동,471,471,0,금호어울림,전세,59.18,202412,17,"25,613",0,1,2016,모래내로 411,-,신규,-,,,아파트
3336,서울특별시 동대문구 장안동,569,569,0,현대홈타운2차,전세,96.22,202412,17,"50,000",0,6,2005,장한로26다길 84,202501~202701,신규,-,,,아파트
3337,서울특별시 동대문구 장안동,371-1,371,1,장안삼성쉐르빌,월세,122.58,202412,17,"50,000",13,25,2002,장한로 119,202412~202612,갱신,사용,"50,000",0,아파트
3338,서울특별시 동대문구 장안동,327,327,0,정은스카이빌101동,월세,70.42,202412,17,"30,000",50,11,2004,답십리로69길 99,202502~202702,신규,-,,,아파트
3346,서울특별시 성북구 정릉동,1030,1030,0,정릉힐스테이트1차,전세,84.307,202412,17,"50,000",0,1,2007,북악산로 831,202502~202702,신규,-,,,아파트
3347,서울특별시 성북구 정릉동,1028,1028,0,정릉e-편한세상,전세,85.0,202412,17,"48,000",0,15,2006,솔샘로24길 15,202501~202701,신규,-,,,아파트
3354,서울특별시 강동구 천호동,237,237,0,한신아파트,전세,83.52,202412,17,"39,600",0,9,1991,구천면로42길 16,202501~202701,갱신,-,"39,600",0,아파트
3358,서울특별시 강동구 둔촌동,May-70,70,5,현대2,전세,59.19,202412,17,"38,000",0,9,1988,풍성로65길 34,202502~202702,신규,-,,,아파트
3360,서울특별시 강동구 강일동,701,701,0,강일리버파크8단지,월세,49.9,202412,17,"4,001",27,10,2009,아리수로94길 72,-,신규,-,,,아파트
3361,서울특별시 강동구 성내동,457-4,457,4,동원,전세,84.66,202412,17,"55,000",0,3,2002,성내로6나길 27,202501~202701,신규,-,,,아파트
3370,서울특별시 강동구 성내동,419,419,0,집앤사비카,전세,23.39,202412,17,"26,000",0,9,2020,풍성로 188,202503~202703,신규,-,,,아파트
3381,서울특별시 강동구 천호동,458-3,458,3,천호역한강청년주택,월세,32.72,202412,17,"16,000",22,3,2021,천호대로 989,202501~202701,신규,-,,,아파트
3385,서울특별시 강동구 길동,413-11,413,11,경지Arium,월세,13.45,202412,16,"16,000",35,12,2019,천호대로177길 40,202501~202701,신규,-,,,아파트
3386,서울특별시 강동구 길동,332,332,0,한전우성1,전세,81.54,202412,16,"40,000",0,7,1989,천중로49길 58,202503~202703,신규,-,,,아파트
3393,서울특별시 강동구 성내동,467-1,467,1,새한올림픽,전세,82.22,202412,16,"53,000",0,3,2001,성내로6다길 115,202502~202702,신규,-,,,아파트
3397,서울특별시 강동구 암사동,400,400,0,현대홈타운,전세,84.98,202412,16,"51,000",0,19,2004,고덕로27길 36,202412~202612,신규,-,,,아파트
3405,서울특별시 서초구 서초동,1682,1682,0,서초래미안,전세,111.32,202412,16,"115,000",0,1,2003,서초대로65길 13-10,202502~202702,갱신,사용,"115,000",0,아파트
3413,서울특별시 서초구 방배동,1030-1,1030,1,삼호한숲,월세,84.87,202412,16,"70,000",60,3,1998,방배로3길 10-3,202502~202702,신규,-,,,아파트
3415,서울특별시 서초구 방배동,888-53,888,53,방배자이,월세,164.96,202412,16,"30,000",400,4,2003,방배로18길 67,202501~202701,신규,-,,,아파트
3417,서울특별시 서초구 방배동,562-1,562,1,방배대우(562-1),월세,84.76,202412,16,"30,000",70,6,1992,효령로4길 56-29,202502~202702,신규,-,,,아파트
3419,서울특별시 서초구 신원동,605,605,0,서초 선포레,월세,20.52,202412,16,"7,356",9,2,2015,청계산로9길 1-3,202412~202612,갱신,-,"7,372",9,아파트
3425,서울특별시 성북구 장위동,316-2,316,2,"장월에스에이치빌1단지(국민임대,SH소유",월세,49.33,202412,16,"4,490",11,7,2006,한천로101길 54,-,신규,-,,,아파트
3426,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,전세,43.35,202412,16,"18,000",0,5,1988,시루봉로 107,202501~202701,신규,-,,,아파트
3432,서울특별시 강북구 번동,418-3,418,3,효성네오인텔리안,전세,81.12,202412,16,"39,000",0,16,2005,도봉로 352,202501~202701,신규,-,,,아파트
3433,서울특별시 도봉구 창동,26,26,0,동아,월세,89.45,202412,16,"15,000",110,7,1988,노해로70길 12,202501~202701,신규,-,,,아파트
3446,서울특별시 도봉구 방학동,266-3,266,3,성원105동,전세,109.17,202412,16,"38,500",0,1,1998,방학로7길 30,202501~202701,신규,-,,,아파트
3448,서울특별시 도봉구 쌍문동,730,730,0,대우파크힐(쌍문동이안),전세,126.379,202412,16,"50,000",0,8,2004,시루봉로 8,202501~202701,신규,-,,,아파트
3451,서울특별시 도봉구 쌍문동,73,73,0,경남,전세,46.3,202412,16,"18,000",0,1,1988,도봉로129길 45-12,202502~202702,신규,-,,,아파트
3466,서울특별시 양천구 목동,930,930,0,현대,전세,83.16,202412,16,"72,000",0,7,1996,목동동로 202,202412~202612,갱신,-,"69,450",0,아파트
3488,서울특별시 마포구 망원동,522,522,0,마포한강제이스카이,월세,49.738,202412,16,"10,000",100,8,2019,방울내로 37,202503~202703,신규,-,,,아파트
3489,서울특별시 마포구 연남동,573,573,0,코오롱,월세,114.88,202412,16,"25,000",150,3,2003,연남로 30,202412~202510,신규,-,,,아파트
3495,서울특별시 강동구 명일동,353-2,353,2,원일타워,월세,22.54,202412,16,"8,000",71,9,2020,양재대로 1568,202502~202702,갱신,-,0,70,아파트
3499,서울특별시 송파구 오금동,166,166,0,상아1차아파트,월세,60.7,202412,16,"3,000",60,1,1984,오금로 405,202501~202601,신규,-,,,아파트
3510,서울특별시 구로구 구로동,642-9,642,9,한신,월세,44.78,202412,16,"3,000",85,10,1988,구일로8길 63,202501~202701,신규,-,,,아파트
3511,서울특별시 구로구 개봉동,481,481,0,현대,월세,59.94,202412,16,"5,000",130,12,2001,개봉로20길 6,202412~202612,신규,-,,,아파트
3517,서울특별시 구로구 개봉동,488,488,0,영화아이닉스,전세,84.98,202412,16,"35,000",0,18,2005,개봉로1길 188,202502~202702,신규,-,,,아파트
3521,서울특별시 구로구 천왕동,273,273,0,천왕이펜하우스4단지,월세,59.95,202412,16,"7,737",25,6,2011,천왕로 29,-,신규,-,,,아파트
3523,서울특별시 강서구 가양동,1482,1482,0,가양도시개발공사8단지(임대),전세,49.5,202412,16,"3,546",0,1,1992,허준로 176,202412~202612,갱신,-,"3,378",0,아파트
3528,서울특별시 양천구 신월동,538-4,538,4,연흥,월세,69.6,202412,16,"25,800",8,3,2004,신월로15길 9,202412~202612,갱신,-,"28,000",0,아파트
3530,서울특별시 강서구 마곡동,1181,1181,0,마곡청구아파트,전세,84.92,202412,16,"30,000",0,15,1998,양천로26길 103,202501~202701,갱신,사용,"30,000",0,아파트
3538,서울특별시 강서구 염창동,305,305,0,염창1차보람더하임,전세,84.97,202412,16,"63,000",0,7,2008,양천로 666,202412~202612,갱신,-,"63,000",0,아파트
3540,서울특별시 강서구 염창동,280,280,0,극동상록수,월세,84.96,202412,16,"18,000",140,6,1999,공항대로71길 31,202502~202702,갱신,-,"18,000",125,아파트
3549,서울특별시 노원구 공릉동,408-23,408,23,한진아파트,전세,84.85,202412,16,"38,000",0,5,2007,공릉로41가길 19,202502~202702,신규,-,,,아파트
3553,서울특별시 노원구 공릉동,727,727,0,풍림아파트B,전세,31.32,202412,16,"17,000",0,13,2001,섬밭로 134,202502~202702,신규,-,,,아파트
3554,서울특별시 노원구 하계동,284,284,0,한신1,전세,44.52,202412,16,"24,000",0,7,1988,공릉로 351,202412~202612,신규,-,,,아파트
3558,서울특별시 노원구 상계동,749-5,749,5,상계주공4(고층),월세,37.46,202412,16,300,80,7,1988,동일로 1356,202501~202503,신규,-,,,아파트
3559,서울특별시 노원구 상계동,1322,1322,0,중계센트럴파크,전세,84.53,202412,16,"55,000",0,14,2016,덕릉로70가길 21,202502~202702,신규,-,,,아파트
3560,서울특별시 노원구 상계동,624,624,0,"상계주공15(고층,공무원임대)",전세,49.94,202412,16,"16,289",0,15,1988,동일로227길 26,202501~202701,신규,-,,,아파트
3561,서울특별시 노원구 상계동,1110,1110,0,두산,전세,58.65,202412,16,"25,000",0,15,1994,동일로241길 53,202502~202702,신규,-,,,아파트
3567,서울특별시 광진구 자양동,783-1,783,1,자양우성7,월세,59.94,202412,16,"20,000",119,10,1998,아차산로36길 39,202501~202701,갱신,사용,"20,000",110,아파트
3568,서울특별시 성동구 응봉동,98,98,0,금호현대,월세,120.0,202412,16,"20,000",200,5,1990,독서당로 377,202503~202703,신규,-,,,아파트
3570,서울특별시 광진구 화양동,234,234,0,화양현대,전세,59.99,202412,16,"39,270",0,3,1999,동일로24길 5,202412~202612,갱신,-,"37,400",0,아파트
3575,서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,월세,84.957,202412,16,"70,000",105,4,2019,금호로 140,202502~202702,갱신,-,"70,000",115,아파트
3576,서울특별시 동대문구 전농동,687,687,0,전농동신성미소지움,전세,55.371,202412,16,"36,500",0,6,2005,서울시립대로 75,202412~202612,갱신,사용,"35,000",0,아파트
3578,서울특별시 영등포구 영등포동7가,Jan-46,46,1,경남아너스빌,전세,84.93,202412,16,"59,000",0,18,1998,양산로 177,202501~202701,신규,-,,,아파트
