NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
21473,서울특별시 송파구 방이동,Feb-35,35,2,쌩모리빌오피스텔,전세,34.66,202408,19,"20,948",0,8,2003,올림픽로 350,202409~202509,갱신,-,"19,950",0
21489,서울특별시 동대문구 장안동,306-9,306,9,장안엘리시아,전세,29.4,202408,19,"23,000",0,4,2022,장한로27가길 18,202410~202610,신규,-,,
21490,서울특별시 광진구 화양동,20-8,20,8,광진안틸리아,전세,31.46,202408,19,"31,400",0,7,2020,광나루로12길 9,202409~202609,갱신,-,"31,400",0
21503,서울특별시 도봉구 창동,628-28,628,28,승윤노블리안시티102동,월세,57.76,202408,19,"15,417",19,4,2016,도봉로104길 61-13,202408~202612,신규,-,,
21529,서울특별시 영등포구 영등포동1가,118,118,0,소미여의도골드라인,전세,22.51,202408,19,"23,900",0,12,2020,경인로 888-4,202411~202611,신규,-,,
21574,서울특별시 마포구 서교동,478-21,478,21,밸 매송,월세,35.34,202408,19,"1,000",70,5,2002,동교로 109,202409~202609,신규,-,,
21616,서울특별시 강서구 등촌동,648-11,648,11,한울에이치밸리움2차아파트,월세,44.62,202408,18,"3,000",80,8,2020,공항대로59가길 10,202408~202508,갱신,-,"3,000",77
21632,서울특별시 강남구 삼성동,142-7,142,7,LG선릉에클라트,월세,36.16,202408,18,"2,500",95,1,2003,선릉로100길 42,202408~202509,갱신,-,"1,500",95
21736,서울특별시 서초구 서초동,1362-18,1362,18,유암오피스텔,전세,50.63,202408,17,"35,000",0,8,2009,강남대로37길 24,202410~202609,신규,-,,
21756,서울특별시 은평구 응암동,122-50,122,50,수성렉스빌,월세,41.9,202408,17,"19,000",30,2,2017,응암로29길 25,202410~202610,신규,-,,
21778,서울특별시 양천구 신정동,1148-9,1148,9,양지,월세,30.38,202408,17,100,100,10,2020,중앙로 233,202408~202502,신규,-,,
21829,서울특별시 중랑구 상봉동,127-17,127,17,그랜드캐슬빌,전세,41.04,202408,17,"25,000",0,4,2017,망우로36길 48,202410~202610,신규,-,,
21834,서울특별시 중랑구 묵동,169-10,169,10,묵동신도주상복합,월세,28.51,202408,17,"1,000",63,3,2004,동일로 946,202408~202508,신규,-,,
21856,서울특별시 송파구 방이동,38,38,0,아람빌딩,월세,26.36,202408,17,300,70,3,2006,올림픽로32길 1-20,202408~202608,신규,-,,
21900,서울특별시 강동구 길동,385-3,385,3,광남벨라스아파트,전세,30.23,202408,16,"12,500",0,2,2004,천중로38가길 53,202409~202609,신규,-,,
21987,서울특별시 금천구 독산동,973-12,973,12,샤인캐슬,월세,29.96,202408,16,"1,000",100,7,2022,독산로101길 8-10,202408~202508,신규,-,,
22016,서울특별시 서초구 서초동,1688-6,1688,6,서초메이플라워맴버스빌,전세,33.79,202408,16,"27,000",0,11,2004,서초대로 353,202410~202610,신규,-,,
22020,서울특별시 영등포구 신길동,4828,4828,0,한림캐슬,월세,20.58,202408,16,"1,000",65,2,2015,여의대방로1길 3,202408~202508,신규,-,,
22045,서울특별시 은평구 불광동,274-1,274,1,거장노블레스,전세,58.94,202408,16,"30,098",0,2,2017,불광로 37-6,202411~202611,신규,-,,
22084,서울특별시 중구 황학동,1596,1596,0,마블플레이스,월세,24.43,202408,16,"1,000",68,10,2019,난계로 197,202408~202508,신규,-,,
22091,서울특별시 용산구 갈월동,53-19,53,19,그린빌파크,월세,23.01,202408,16,"1,000",65,2,2004,두텁바위로 13,202409~202509,신규,-,,
22108,서울특별시 중랑구 면목동,194-1,194,1,리움,전세,42.78,202408,15,"26,500",0,4,2021,겸재로 76,202411~202611,신규,-,,
22136,서울특별시 금천구 독산동,1008-11,1008,11,상떼빌 신독산역,월세,25.58,202408,15,"1,000",105,12,2023,시흥대로105길 12,202408~202508,신규,-,,
22165,서울특별시 금천구 시흥동,995-23,995,23,다올하우스,월세,41.13,202408,15,"21,000",12,3,2020,시흥대로59길 36,202411~202611,신규,-,,
22222,서울특별시 서대문구 연희동,446-270,446,270,(446-270),월세,21.72,202408,15,"4,000",20,3,2003,성산로 269,202409~202609,신규,-,,
22243,서울특별시 관악구 봉천동,877-12,877,12,대성오피스텔,월세,16.34,202408,15,"1,000",34,2,2003,관악로15길 47-17,202409~202509,신규,-,,
22260,서울특별시 영등포구 당산동,121-137,121,137,비앤비퀸즈빌 101동,전세,58.92,202408,15,"35,000",0,5,2016,버드나루로17길 5,202410~202610,갱신,-,"34,650",0
22277,서울특별시 강남구 대치동,889-56,889,56,더 나인 오피스텔,전세,32.7,202408,14,"20,000",0,15,2004,테헤란로64길 14,202409~202609,신규,-,,
22289,서울특별시 관악구 신림동,1425-4,1425,4,(1425-4),전세,28.05,202408,14,"16,000",0,2,2012,봉천로12길 28,202409~202609,신규,-,,
22325,서울특별시 동대문구 휘경동,183-132,183,132,오스빌,월세,21.53,202408,14,"1,000",108,4,2022,회기로31나길 15,202408~202508,신규,-,,
22336,서울특별시 동대문구 장안동,466-9,466,9,(466-9),월세,35,202408,14,"1,000",65,10,1999,천호대로 451,202408~202411,신규,-,,
22378,서울특별시 도봉구 창동,10,10,0,-10,월세,25.53,202408,14,300,30,4,1991,노해로69길 15-15,202408~202508,신규,-,,
22397,서울특별시 구로구 구로동,110-4,110,4,도림두산베어스타워,월세,43.22,202408,14,"9,500",45,4,1997,공원로 47,202410~202610,신규,-,,
22414,서울특별시 금천구 가산동,142-6,142,6,미라벨,전세,36.89,202408,14,"25,200",0,5,2019,남부순환로108길 20-16,202409~202609,신규,-,,
22423,서울특별시 영등포구 영등포동2가,29-76,29,76,성운힐스,전세,20.13,202408,14,"23,000",0,7,2021,국회대로54길 41-17,202409~202609,신규,-,,
22441,서울특별시 마포구 아현동,282-3,282,3,제스트하우스,전세,43.33,202408,14,"37,000",0,5,2019,마포대로21길 38,202409~202609,신규,-,,
22465,서울특별시 은평구 응암동,323-8,323,8,디우 아르떼빌,월세,42.15,202408,14,"21,000",15,6,2017,응암로14길 8,202410~202610,신규,-,,
22508,서울특별시 서대문구 대현동,Dec-37,37,12,아리움4차,월세,13.75,202408,13,"1,000",89,10,2022,이화여대5길 36,202408~202508,신규,-,,
22524,서울특별시 마포구 노고산동,54-47,54,47,광명빌,월세,17.68,202408,13,500,55,4,2004,신촌로12다길 11,202408~202608,신규,-,,
22528,서울특별시 은평구 응암동,20-2,20,2,(20-2),전세,37.05,202408,13,"15,000",0,7,2002,통일로 599,202409~202609,신규,-,,
22545,서울특별시 도봉구 창동,624-15,624,15,태솔유니크빌,전세,57.6,202408,13,"17,800",0,5,2002,도봉로106길 39,202407~202607,갱신,-,"17,800",0
22563,서울특별시 중구 신당동,309-45,309,45,승리빌딩,월세,21.09,202408,13,"3,000",65,6,2015,다산로 181,202408~202608,신규,-,,
22573,서울특별시 종로구 숭인동,1399,1399,0,종로 더블유 스퀘어 오피스텔,월세,28.91,202408,13,"4,290",16,9,2023,난계로29길 13,202403~202606,갱신,-,100,41
22619,서울특별시 영등포구 문래동5가,20-21,20,21,삼정리버뷰,월세,28.48,202408,13,"2,061",21,6,2023,경인로71길 74,202408~202610,신규,-,,
22623,서울특별시 영등포구 당산동2가,28-1,28,1,서경홈타운,월세,31.83,202408,13,200,70,2,2022,영등포로19길 3-1,202408~202508,신규,-,,
22637,서울특별시 관악구 신림동,1559-12,1559,12,(1559-12),월세,11.34,202408,13,300,38,4,2003,호암로 570,202409~202509,신규,-,,
22640,서울특별시 서초구 서초동,1595-2,1595,2,(1595-2),월세,28.8,202408,13,500,60,5,1990,반포대로18길 56,202408~202608,신규,-,,
22657,서울특별시 강동구 천호동,55-43,55,43,스테이온,월세,26.09,202408,13,"3,930",41,6,2023,천중로 157,202410~202610,신규,-,,
22683,서울특별시 강동구 길동,413-21,413,21,SM 엘루이 주상복합,월세,40.19,202408,13,"3,000",150,13,2023,천호대로177길 48-5,202408~202608,신규,-,,
22724,서울특별시 영등포구 영등포동7가,29-7,29,7,동원크로루체,월세,36.5,202408,13,"3,000",120,2,2022,버드나루로15길 13,202408~202608,신규,-,,
22745,서울특별시 영등포구 영등포동2가,94-126,94,126,(94-126),월세,21.92,202408,13,"12,000",20,3,2016,국회대로56길 35,202409~202609,신규,-,,
22850,서울특별시 송파구 송파동,May-85,85,5,나루빌,월세,20.13,202408,12,500,53,4,2002,백제고분로42길 6-30,202408~202508,신규,-,,
22853,서울특별시 동작구 상도동,324-66,324,66,Luce Foret,전세,39.61,202408,12,"30,000",0,2,2021,국사봉1길 43-4,202409~202608,갱신,-,"36,300",0
22921,서울특별시 동대문구 장안동,309-7,309,7,브이티스타일,월세,28.68,202408,12,500,90,2,2021,장한로28가길 17,202408~202508,신규,-,,
22935,서울특별시 중랑구 상봉동,128-90,128,90,에코그린빌,전세,59.68,202408,12,"26,400",0,4,2017,망우로38길 15,202408~202608,신규,-,,
22936,서울특별시 성동구 도선동,126,126,0,서울SR타워,월세,19.08,202408,12,"1,000",93,12,2021,왕십리로24가길 27,202408~202508,갱신,-,"1,000",93
23000,서울특별시 은평구 신사동,29-116,29,116,(29-116),월세,43.59,202408,11,"7,000",22,5,2002,증산로21길 38-7,202409~202609,신규,-,,
23006,서울특별시 금천구 독산동,1009-8,1009,8,후암타운,월세,59.92,202408,11,"5,000",90,5,2020,시흥대로101길 24,202408~202608,신규,-,,
23011,서울특별시 강남구 청담동,130-9,130,9,현대 오피스텔,월세,25.2,202408,11,"1,000",90,15,1991,영동대로 738,202408~202508,신규,-,,
23072,서울특별시 동대문구 제기동,67-241,67,241,(67-241),월세,15.36,202408,10,500,49,2,2005,안암로 114,202408~202508,신규,-,,
23097,서울특별시 구로구 구로동,494-54,494,54,대림오피스텔,전세,27.88,202408,10,"10,600",0,2,2004,구로동로 226,202409~202609,신규,-,,
23151,서울특별시 금천구 독산동,961-14,961,14,아우르 하우스,전세,47.36,202408,10,"27,000",0,4,2019,독산로 336,202409~202609,신규,-,,
23189,서울특별시 강동구 성내동,46-23,46,23,더존 예가,전세,12.87,202408,10,"17,000",0,2,2017,올림픽로62길 23-11,202409~202609,신규,-,,
23223,서울특별시 서대문구 연희동,343,343,0,-343,월세,27.73,202408,10,"1,000",77,4,1991,성산로 384,202408~202508,신규,-,,
23225,서울특별시 마포구 서교동,372-8,372,8,MJ블랑로튜스,전세,20.37,202408,10,"33,000",0,5,2023,양화로 100-12,202408~202608,신규,-,,
23264,서울특별시 영등포구 양평동4가,Oct-34,34,10,루체빌,전세,55.96,202408,10,"40,000",0,2,2018,선유로47길 4,202408~202608,갱신,-,"40,000",0
23268,서울특별시 영등포구 대림동,709-8,709,8,미라클,월세,18.67,202408,10,"1,000",55,6,2019,대림로23길 6,202408~202608,신규,-,,
23285,서울특별시 영등포구 당산동1가,256-17,256,17,신현빌,전세,28.4,202408,10,"30,000",0,2,2024,당산로12길 11,202409~202609,신규,-,,
23326,서울특별시 강남구 세곡동,582,582,0,강남레체,월세,29.47,202408,10,"1,000",95,5,2016,헌릉로571길 7,202409~202609,신규,-,,
23337,서울특별시 관악구 봉천동,875-5,875,5,씨티 빌,월세,19.98,202408,9,"10,600",10,5,2002,관악로17길 40,202409~202609,신규,-,,
23341,서울특별시 서초구 잠원동,27-2,27,2,멀버리힐스,월세,21.86,202408,9,"1,000",140,6,2022,강남대로 589,202408~202508,신규,-,,
23351,서울특별시 관악구 신림동,1418-31,1418,31,(1418-31),월세,14.4,202408,9,"9,500",7,2,2007,봉천로18길 15,202409~202609,신규,-,,
23373,서울특별시 강남구 삼성동,140-3,140,3,선릉대림아크로텔,전세,35.69,202408,9,"32,000",0,8,2004,선릉로 524,202409~202609,신규,-,,
23420,서울특별시 용산구 한강로2가,2-36,2,36,한강현대하이엘,월세,30.03,202408,9,"8,000",50,4,2005,새창로 213-12,202409~202509,신규,-,,
23436,서울특별시 중구 황학동,1720,1720,0,청계 블루카운티,전세,52.37,202408,9,"38,000",0,11,2018,난계로23길 27,202410~202610,신규,-,,
23441,서울특별시 중구 을지로5가,273-2,273,2,삼성골드캐슬,월세,19.92,202408,9,"1,000",70,11,2004,동호로 361,202408~202508,신규,-,,
23508,서울특별시 서대문구 연희동,188-57,188,57,(188-57),월세,18.9,202408,9,"4,000",45,5,2003,연희로 93,202408~202608,갱신,-,"4,000",40
23557,서울특별시 서대문구 연희동,194-30,194,30,브라운스톤 연희,월세,28.79,202408,8,"1,000",90,5,2007,연희로 82,202409~202509,신규,-,,
23600,서울특별시 종로구 숭인동,217-26,217,26,케이디오피스텔,전세,18.56,202408,8,"16,500",0,6,2019,종로62길 17,202408~202608,신규,-,,
23602,서울특별시 동대문구 제기동,137-650,137,650,(137-667),월세,29.89,202408,8,"1,000",75,4,2019,제기로4길 1,202408~202508,신규,-,,
23605,서울특별시 동대문구 휘경동,336-7,336,7,회기역 에스메이트 오피스텔,월세,16.79,202408,8,"1,000",90,12,2022,이문로 8,202408~202508,신규,-,,
23614,서울특별시 광진구 구의동,236-25,236,25,솔렌시아2,전세,41.49,202408,8,"27,550",0,3,2015,자양로 172,202410~202610,신규,-,,
23615,서울특별시 광진구 구의동,246-68,246,68,라퓨타 빌딩,월세,22.98,202408,8,"3,000",55,6,2019,자양로18길 34-5,202408~202608,신규,-,,
23618,서울특별시 강남구 논현동,206-14,206,14,마르세움,월세,45,202408,8,500,200,9,2004,봉은사로 163,202408~202508,신규,-,,
23623,서울특별시 서초구 잠원동,15-4,15,4,신사샤르망에스,월세,20.46,202408,8,"9,000",30,10,2008,나루터로 69,202408~202508,신규,-,,
23625,서울특별시 관악구 봉천동,40-28,40,28,(40-28),전세,16.22,202408,8,"21,000",0,4,2022,은천로41길 2,202408~202608,신규,-,,
23636,서울특별시 영등포구 당산동3가,416,416,0,-416,월세,30.15,202408,8,"1,000",60,2,1998,당산로29길 7-1,202408~202508,신규,-,,
23682,서울특별시 송파구 오금동,121-6,121,6,한두리타워,전세,43.28,202408,8,"38,900",0,4,2019,동남로 317,202409~202510,갱신,-,"42,400",0
23792,서울특별시 영등포구 영등포동2가,28-140,28,140,투프레이즈,월세,27.74,202408,7,"27,000",10,5,2024,버드나루로5길 12,202408~202608,신규,-,,
23842,서울특별시 송파구 송파동,58-14,58,14,(58-14),월세,35.48,202408,7,"5,000",120,5,2020,백제고분로45길 38-9,202408~202608,신규,-,,
23853,서울특별시 관악구 봉천동,40-24,40,24,한빛오피스텔,월세,20.23,202408,7,"7,000",32,3,2003,은천로 185-17,202409~202609,신규,-,,
23875,서울특별시 서대문구 신촌동,01-09,1,9,(1-9),월세,28.85,202408,7,"1,000",70,3,2008,성산로 573-74,202408~202508,신규,-,,
23903,서울특별시 강서구 등촌동,637-16,637,16,아줄리움,전세,33.43,202408,7,"27,000",0,5,2019,양천로60길 41-8,202408~202608,신규,-,,
23942,서울특별시 성동구 마장동,778-5,778,5,마장동청계아르테미스,전세,39.36,202408,7,"17,000",0,6,2007,마장로44길 19,202409~202609,신규,-,,
23949,서울특별시 도봉구 도봉동,632-1,632,1,(632-1),전세,36.09,202408,7,"14,000",0,3,2016,마들로 728-6,202410~202610,갱신,-,"15,000",0
23957,서울특별시 광진구 화양동,121-9,121,9,더 퍼스트,월세,38.99,202408,7,"1,000",68,3,2022,능동로19길 49,202409~202609,신규,-,,
23975,서울특별시 송파구 방이동,Mar-38,38,3,더 엘라소프 잠실,월세,51.93,202408,7,"5,000",250,11,2024,오금로11길 29,202408~202508,신규,-,,
24019,서울특별시 강서구 화곡동,935-15,935,15,골든라인씨티,월세,29.99,202408,6,"1,000",55,7,2019,강서로7길 147,202408~202608,신규,-,,
24032,서울특별시 서대문구 대현동,56-119,56,119,SONG'S 8,월세,20.3,202408,6,"2,000",75,4,2015,이화여대5길 12,202408~202508,신규,-,,
24044,서울특별시 강서구 염창동,263-20,263,20,동남빌리지,월세,26.85,202408,6,"3,000",56,2,2019,양천로 714-18,202408~202508,갱신,-,"3,000",53
24067,서울특별시 강서구 방화동,830-2,830,2,하이포트,월세,29.8,202408,6,"1,500",40,5,1999,금낭화로 128,202408~202508,신규,-,,
24086,서울특별시 영등포구 영등포동7가,94-328,94,328,한가람 더원,전세,23.43,202408,6,"24,500",0,10,2020,버드나루로11길 7,202408~202608,신규,-,,
24118,서울특별시 영등포구 당산동4가,32-96,32,96,T-ville,월세,19.14,202408,6,"1,000",68,4,2023,당산로36길 15,202408~202608,신규,-,,
24136,서울특별시 영등포구 당산동,121-60,121,60,태경,월세,16.97,202408,6,"3,000",37,4,2013,버드나루로 133,202408~202508,신규,-,,
24143,서울특별시 관악구 신림동,1417-27,1417,27,(1417-27),월세,29.65,202408,6,"1,500",75,3,2013,신림로68길 29-10,202409~202509,갱신,사용,"1,500",75
24169,서울특별시 은평구 불광동,11-07,11,7,삼정스카이,월세,41.08,202408,6,"16,000",7,4,2012,불광로 118,202409~202609,신규,-,,
24207,서울특별시 도봉구 창동,628-17,628,17,승윤노블리안시티101동,전세,57.76,202408,5,"23,000",0,6,2016,도봉로104길 61-15,202409~202609,신규,-,,
24228,서울특별시 중구 광희동1가,257,257,0,서울스테이트,월세,17.93,202408,5,"1,000",108,6,2022,마른내로 152,202408~202508,신규,-,,
24253,서울특별시 중랑구 면목동,612-7,612,7,그라시아,전세,24.53,202408,5,"22,000",0,5,2020,용마산로51길 46,202409~202609,신규,-,,
24308,서울특별시 금천구 독산동,194-13,194,13,메트로타운,월세,33.42,202408,5,"3,000",55,2,2019,독산로 263,202408~202508,신규,-,,
24318,서울특별시 강동구 길동,350-3,350,3,더힐스빌,전세,44.28,202408,5,"29,700",0,4,2020,천중로 208,202408~202608,신규,-,,
24366,서울특별시 강서구 화곡동,24-132,24,132,행복이꽃피는집,월세,42.43,202408,5,"14,175",3,2,2014,까치산로11길 26,202408~202608,갱신,-,"14,175",0
24380,서울특별시 강서구 가양동,1479-2,1479,2,(1479-2),월세,20.06,202408,5,900,42,6,2005,양천로 443-32,202408~202608,신규,-,,
24394,서울특별시 관악구 봉천동,Jul-44,44,7,황룡오피스텔,월세,18.45,202408,5,500,33,6,2004,관악로25길 5-16,202408~202608,신규,-,,
24395,서울특별시 관악구 봉천동,882-2,882,2,(882-2),월세,14.25,202408,5,"7,500",12,5,2008,남부순환로216길 16,202409~202609,신규,-,,
24432,서울특별시 관악구 신림동,1427-8,1427,8,(1427-8),월세,14.26,202408,5,"2,000",20,2,2001,봉천로14길 6-7,202408~202508,신규,-,,
24433,서울특별시 관악구 신림동,1419-12,1419,12,U2,전세,21.3,202408,5,"12,000",0,3,2012,남부순환로181길 38-5,202408~202608,신규,-,,
24446,서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,월세,45.26,202408,5,"1,000",125,5,2003,논현로 641,202408~202508,신규,-,,
24453,서울특별시 관악구 봉천동,972-43,972,43,(972-43),월세,24.79,202408,4,"1,000",43,3,2002,봉천로 213-16,202408~202608,신규,-,,
24455,서울특별시 강동구 천호동,167-102,167,102,다성 이즈빌,월세,13.97,202408,4,500,57,3,2017,성안로25길 64,202408~202608,신규,-,,
24458,서울특별시 동대문구 장안동,381-3,381,3,한강 훼미리 주상복합 아파트,월세,43.53,202408,4,"16,000",30,3,2009,한천로24길 74-8,202410~202610,신규,-,,
24472,서울특별시 강서구 화곡동,899-2,899,2,세림아파트,전세,33.61,202408,4,"14,000",0,2,2015,곰달래로24길 4,202409~202609,신규,-,,
24556,서울특별시 동대문구 장안동,374-9,374,9,가우디트윈캐슬1,전세,53.22,202408,3,"26,250",0,2,2016,한천로24길 74-7,202409~202609,신규,-,,
24562,서울특별시 성북구 동선동4가,148,148,0,영팰리스,월세,33.34,202408,3,"1,000",60,2,2014,동소문로23길 8-7,202408~202608,신규,-,,
24594,서울특별시 강남구 논현동,06-21,6,21,세양 APEX-TOWER,월세,26.91,202408,3,"8,000",55,6,2003,도산대로 158,202408~202508,신규,-,,
24647,서울특별시 강동구 성내동,Aug-47,47,8,트리안,전세,26.6,202408,3,"22,500",0,4,2019,올림픽로62길 17-17,202409~202609,신규,-,,
24651,서울특별시 강동구 천호동,452-15,452,15,미사 아름채 아파트,전세,17.76,202408,3,"16,700",0,3,2020,천호대로159길 22-24,202409~202609,신규,-,,
24665,서울특별시 구로구 오류동,31-280,31,280,구로예미지어반코어,월세,45.46,202408,3,"3,000",110,15,2023,경인로 233,202409~202512,신규,-,,
24675,서울특별시 금천구 독산동,1006-203,1006,203,호성빌리지,월세,41.92,202408,3,"3,000",68,2,2016,범안로12가길 11,202408~202508,신규,-,,
24678,서울특별시 금천구 독산동,973-36,973,36,보람타운,월세,29.82,202408,3,"16,800",15,2,2017,독산로101길 24,202410~202610,신규,-,,
24731,서울특별시 금천구 가산동,147-27,147,27,레이크타운,월세,19.01,202408,2,500,55,2,2014,남부순환로112길 19,202408~202510,신규,-,,
24736,서울특별시 관악구 신림동,107-100,107,100,베리타스 서울,월세,17.79,202408,2,"7,100",23,2,2002,신림로 196,202408~202608,신규,-,,
24764,서울특별시 송파구 신천동,11-04,11,4,잠실 푸르지오 월드마크,월세,55.41,202408,2,"4,000",175,5,2013,올림픽로35가길 9,202408~202508,신규,-,,
24831,서울특별시 광진구 자양동,680-2,680,2,안틸리아 자양,월세,25.98,202408,2,"3,000",150,7,2022,자양로 92,202408~202508,신규,-,,
24936,서울특별시 강서구 화곡동,105-398,105,398,화신오피스텔,월세,22.1,202408,1,"1,000",55,4,2002,까치산로 7,202408~202608,신규,-,,
24938,서울특별시 마포구 마포동,350,350,0,강변한신코아,전세,26.4,202408,1,"16,200",0,5,1992,마포대로4다길 18,202409~202609,신규,-,,
24952,서울특별시 금천구 가산동,239-22,239,22,원평아파트,전세,26.45,202408,1,"6,000",0,2,2001,벚꽃로24길 13,202408~202608,신규,-,,
24994,서울특별시 관악구 신림동,569-23,569,23,골드마인오피스텔,월세,27.27,202408,1,"10,000",27,5,2002,조원중앙로 36-1,202410~202610,갱신,사용,"10,000",24
24995,서울특별시 관악구 신림동,1438-4,1438,4,(1438-4),전세,24.07,202408,1,"13,000",0,2,2011,신림동5길 6,202408~202607,신규,-,,
25016,서울특별시 서초구 서초동,1316-17,1316,17,벨라채 오피스텔,월세,24.45,202408,1,"1,000",72,5,2003,강남대로61길 19,202408~202508,신규,-,,
25081,서울특별시 동대문구 장안동,346-1,346,1,태솔아파트3차,전세,57.6,202407,31,"33,625",0,2,2018,장한로26가길 53,202409~202609,갱신,사용,"32,025",0
25153,서울특별시 송파구 오금동,Apr-45,45,4,동인트루빌오피스텔,전세,36.93,202407,31,"21,000",0,6,2003,오금로35길 8,202409~202609,신규,-,,
25173,서울특별시 강서구 화곡동,26-11,26,11,송원오피스텔,월세,30.15,202407,31,"7,000",15,4,1995,화곡로42나길 14-15,202408~202607,갱신,-,"7,000",0
25227,서울특별시 서초구 서초동,1680-1,1680,1,서초 아르누보씨티,월세,28.29,202407,31,"1,000",80,2,2010,서초대로 357,202408~202508,신규,-,,
25264,서울특별시 관악구 신림동,1420-26,1420,26,(1420-26),월세,13.47,202407,30,"3,400",15,3,2002,봉천로20길 49,202408~202608,갱신,-,500,29
25267,서울특별시 강남구 역삼동,647-5,647,5,(647-5),월세,26.59,202407,30,"3,000",140,9,2020,테헤란로13길 8-7,202408~202508,신규,-,,
25279,서울특별시 송파구 가락동,Jan-99,99,1,(99-1),전세,31.44,202407,30,"17,000",0,4,1990,송파대로28길 12,202409~202609,신규,-,,
25364,서울특별시 금천구 독산동,1006-116,1006,116,서래타운,전세,29.67,202407,30,"17,700",0,7,2018,범안로12길 29-19,202408~202608,신규,-,,
25456,서울특별시 마포구 노고산동,109-59,109,59,(109-59),월세,23.4,202407,30,"1,000",60,5,2003,서강로18길 42,202408~202608,신규,-,,
25472,서울특별시 은평구 신사동,30-51,30,51,아줄리움,월세,29.45,202407,29,"3,000",120,9,2022,가좌로 310,202408~202608,신규,-,,
25503,서울특별시 강서구 화곡동,1075-19,1075,19,오피스텔,월세,49,202407,29,"1,000",80,5,2003,화곡로26길 15,202407~202607,신규,-,,
25558,서울특별시 동대문구 장안동,106-6,106,6,동트리움 에이동,월세,59.38,202407,29,"7,269",19,2,2022,한천로 208,202309~202512,갱신,-,"2,389",47
25559,서울특별시 동대문구 장안동,382-2,382,2,제이드파크,월세,27.28,202407,29,"1,000",60,7,2014,장한로21길 11-2,202408~202608,신규,-,,
25586,서울특별시 송파구 가락동,Jul-79,79,7,(79-7),전세,29.52,202407,29,"14,000",0,5,1990,송파대로28길 32,202408~202608,신규,-,,
25608,서울특별시 관악구 봉천동,912-9,912,9,이레타워,월세,36.9,202407,29,"5,000",120,11,2022,봉천로 410,202408~202608,신규,-,,
25708,서울특별시 관악구 봉천동,972-15,972,15,현교오피스텔,월세,33.34,202407,28,"12,700",16,5,2004,봉천로7길 3,202407~202507,갱신,사용,"12,700",13
25764,서울특별시 강동구 천호동,169-6,169,6,다성 이즈빌,월세,17.74,202407,27,"1,000",63,2,2018,성안로25길 31,202408~202608,신규,-,,
25808,서울특별시 서대문구 창천동,490,490,0,홍익사랑,월세,44.22,202407,27,"19,000",23,7,2004,연희로 28,202409~202609,신규,-,,
25823,서울특별시 은평구 신사동,29-165,29,165,명남아띠,월세,29.94,202407,27,"13,200",10,4,2010,은평로2길 6-32,202408~202608,신규,-,,
25901,서울특별시 구로구 구로동,3-81,3,81,한영선샤인빌리지,전세,47.26,202407,27,"30,450",0,6,2017,새말로9길 49,202409~202609,갱신,사용,"29,000",0
25917,서울특별시 강남구 역삼동,706-24,706,24,진넥스빌2,월세,32.45,202407,27,"1,000",110,3,2003,언주로86길 7,202407~202507,신규,-,,
25955,서울특별시 영등포구 양평동1가,213-1,213,1,성운하우징,월세,18.97,202407,27,"1,000",85,3,2020,선유서로24길 25,202408~202502,신규,-,,
25993,서울특별시 동대문구 이문동,288-17,288,17,(288-17),월세,17.7,202407,27,"1,000",53,4,2003,휘경로 3-13,202408~202508,신규,-,,
26006,서울특별시 용산구 문배동,02-09,2,9,(2-9),월세,16.52,202407,27,"1,000",68,7,2021,원효로90길 30-1,202408~202508,신규,-,,
26053,서울특별시 성동구 성수동1가,656-1170,656,1170,서울숲한양리버,전세,37.17,202407,27,"25,200",0,2,2018,광나루로 142-8,202407~202607,갱신,-,"25,200",0
26071,서울특별시 동대문구 휘경동,312-10,312,10,아크로이스,월세,13.05,202407,26,"5,000",70,4,2022,망우로 22-1,202408~202508,신규,-,,
26165,서울특별시 금천구 독산동,148-30,148,30,메트로65,전세,53.5,202407,26,"34,000",0,6,2024,시흥대로139길 36,202408~202608,신규,-,,
26204,서울특별시 강동구 길동,413-11,413,11,경지 Arium,전세,25.15,202407,26,"26,775",0,2,2019,천호대로177길 40,202409~202509,갱신,-,"26,775",0
26225,서울특별시 강서구 등촌동,506-10,506,10,석경트라움,월세,29.94,202407,26,"20,000",15,4,2017,등촌로57길 9-1,202408~202608,신규,-,,
26239,서울특별시 양천구 신정동,318-17,318,17,제이월드빌,전세,41.5,202407,26,"27,000",0,15,2004,목동서로 291,202410~202610,신규,-,,
26276,서울특별시 송파구 잠실동,251-13,251,13,The Cubee,전세,25.45,202407,26,"17,000",0,3,2012,삼전로9길 5-13,202408~202608,갱신,-,"16,530",0
26326,서울특별시 강남구 역삼동,706-12,706,12,역삼동 706-12  ,월세,27.8,202407,25,500,110,5,2015,언주로90길 8,202408~202508,신규,-,,
26346,서울특별시 서초구 서초동,1575-1,1575,1,지웰 홈스 서초,월세,33.32,202407,25,"2,000",143,6,2019,반포대로28길 94,202407~202507,신규,-,,
26381,서울특별시 강동구 암사동,513-33,513,33,헬마빌딩,월세,23.4,202407,25,90,30,2,2015,올림픽로 757,202408~202408,신규,-,,
